0,035802,元大9V
0,035803,元大9W
0,035804,元大9X
0,035805,元大9Y
0,035806,元大9Z
0,035807,1L富邦
0,035808,1M富邦
0,035809,1N富邦
0,035810,1P富邦
0,035811,1Q富邦
0,035812,1R富邦
0,035813,1S富邦
0,035814,1T富邦
0,035815,群益I1
0,035816,群益I2
0,035817,M1永豐
0,035818,M2永豐
0,035819,M3永豐
0,035820,M4永豐
0,035821,M5永豐
0,035822,M6永豐
0,035823,M7永豐
0,035824,M8永豐
0,035825,M9永豐
0,035826,N1永豐
0,035827,N2永豐
0,035828,N3永豐
0,035829,G3中信
0,035830,G4中信
0,035831,G5中信
0,035832,G6中信
0,035833,G7中信
0,035834,凱基7D
0,035835,凱基7E
0,035836,凱基7F
0,035837,凱基7G
0,035838,凱基7K
0,035839,凱基7L
0,035840,凱基7M
0,035841,日盛LQ
0,035842,日盛LR
0,035843,日盛LS
0,035844,日盛LT
0,035845,日盛LU
0,035846,日盛LV
0,035847,日盛LW
0,035848,1X富邦
0,035849,AF元大
0,035850,AG元大
0,035851,AH元大
0,035852,AI元大
0,035853,AJ元大
0,035854,AL元大
0,035855,AM元大
0,035856,AN元大
0,035857,AP元大
0,035858,AQ元大
0,035859,AR元大
0,035860,元富1F
0,035861,元富1G
0,035862,元富1H
0,035863,元富1J
0,035864,元富1K
0,035865,元富1L
0,035866,元富1M
0,035867,AU元大
0,035868,AV元大
0,035869,AW元大
0,035870,AX元大
0,035871,AY元大
0,035872,AZ元大
0,035873,BA元大
0,035874,BB元大
0,035875,BC元大
0,035876,BD元大
0,035877,BE元大
0,035878,BF元大
0,035879,BG元大
0,035880,BH元大
0,035881,BI元大
0,035882,BJ元大
0,035883,BK元大
0,035884,BL元大
0,035885,BM元大
0,035886,BN元大
0,035887,BP元大
0,035888,BQ元大
0,035889,兆豐CP
0,035890,兆豐CQ
0,035891,兆豐CS
0,035892,兆豐CT
0,035893,兆豐CU
0,035894,兆豐CV
0,035895,兆豐CW
0,035896,兆豐CX
0,035897,兆豐CY
0,035898,BF統一
0,035899,BG統一
0,035900,BH統一
0,035901,群益I4
0,035902,群益I5
0,035903,N4永豐
0,035904,N5永豐
0,035905,N6永豐
0,035906,N7永豐
0,035907,N8永豐
0,035908,N9永豐
0,035909,AA永豐
0,035910,AB永豐
