2016/01/22,20:18:06
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="720551",RBじ,100,1.28,1.37,10,7.031%,1.857%,-,-,0,,26.91% 基ず,55,0.08,41,3.58,68.71%,89.09%
="720463",QVッ伦,10,1.24,1.27,10,2.419%,2.203%,1.29,2.38%,10,,18.49% 基ず,58.91,0.0960,33,4.16,75.97%,81.24%
="720440",PUじ,100,0.69,0.79,10,14.493%,2.762%,-,-,0,,13.00% 基ず,61.77,0.0720,31,5.20,57.19%,79.25%
="720562",TUら脖,499,0.93,0.94,10,1.075%,2.374%,-,-,0,,7.39% 基ず,65,0.10,45,4.95,69.18%,70.24%
="720581",T2じ碔,25,0.54,0.56,10,3.704%,2.329%,-,-,0,,1.16% 基ず,69,0.0720,45,5.22,72.05%,74.92%
="037002",伦JH,10,1,1.05,10,5.000%,3.547%,-,-,0,絥承,15.00% 基ず,15,0.40,31,5.58,51.58%,60.99%
="037066",ッ23,10,2.01,2.06,10,2.488%,3.516%,-,-,0,絥承,15.00% 基ず,15,0.80,32,5.65,52.51%,56.26%
="037143",6U碔ü,50,2.45,2.53,15,3.265%,3.592%,-,-,0,絥承,15.00% 基ず,15,1,33,5.88,45.03%,52.51%
="037058",眃㎝M5,10,1.04,1.14,10,9.615%,3.667%,-,-,0,絥承,12.67% 基ず,15.31,0.45,32,5.52,54.38%,68.95%
="037056",惩膀CX,30,1.53,1.59,30,3.922%,3.765%,-,-,0,絥承,11.29% 基ず,15.50,0.70,32,5.92,55.32%,60.99%
="037090",GGッ伦,10,1.10,1.11,10,0.909%,3.635%,1.04,11.83%,42,絥承,9.45% 基ず,15.76,0.51,33,6.07,63.33%,64.73%
="036605",HWじ,100,0.44,0.46,10,4.546%,6.224%,-,-,0,絥承,4.55% 基ず,16.50,0.40,24,10.67,37.30%,40.35%
="06619P",AEじ,100,0.58,0.60,10,3.448%,4.205%,0.61,-4.69%,10,絥承,2.93% 基ず,17.77,0.4390,39,-6.74,45.96%,48.07%
="718870",参QR,20,1.09,1.18,10,8.257%,2.053%,-,-,0,吏,22.53% 基ず,65.29,0.0710,26,4.40,60.05%,88.39%
="720490",惩膀RW,30,1.56,1.60,30,2.564%,2.292%,1.34,6.35%,20,,21.11% 基ず,27,0.25,39,5.20,59.53%,66.14%
="720539",TSら脖,25,0.90,0.92,10,2.222%,2.982%,0.68,-6.85%,10,,2.19% 基ず,32,0.30,41,8.45,60.05%,61.46%
="720517",RMッ伦,10,0.64,0.65,10,1.563%,2.808%,0.62,31.91%,88,,0.31% 基,32.80,0.2350,39,6.68,64.03%,65.08%
="720292",じVX,100,0.72,0.82,10,13.889%,4.382%,-,-,0,猋煌,11.23% 基ず,18.25,0.3290,24,7.08,37.07%,59.53%
="720460",R8じ碔,25,1.25,1.35,10,8.000%,4.144%,-,-,0,猋煌,5.95% 基ず,19.16,0.6580,33,6.92,51.58%,58.60%
="720496",RGッ伦,10,0.78,0.84,10,7.692%,3.696%,-,-,0,猋煌,2.63% 基ず,19.78,0.4270,39,6.36,58.60%,63.80%
="720257",PBッ伦,10,0.54,0.55,10,1.852%,3.501%,0.56,-1.75%,100,﹜疭,7.85% 基ず,76.31,0.0410,45,3.97,88.12%,90.41%
="720468",QYッ伦,10,5.85,6.35,10,8.547%,1.900%,-,-,0,躢禜,109.29% 基ず,67.85,0.0780,34,1.70,140.67%,260.67%
="720545",QUじ,100,4.35,-,0,-,2.055%,-,-,0,躢禜,94.52% 基ず,73,0.0630,41,-,0.00%,-
="720561",RZッ伦,10,3.92,4.02,10,2.551%,2.370%,4.05,-6.25%,4,躢禜,65.99% 基ず,85.55,0.0670,45,2.21,110.16%,130.36%
="720308",PNッ伦,10,4.02,4.10,1,1.990%,2.760%,4.10,-6.82%,2,躢禜,53.78% 基ず,92.34,0.0790,24,2.62,116.25%,136.92%
="720280",じ碔QG,25,4.06,4.14,10,1.970%,2.889%,4.06,-8.56%,17,躢禜,49.55% 基ず,94.95,0.0840,24,2.82,110.63%,129.89%
="720268",UMじ,100,3.40,-,0,-,2.994%,3.66,3.10%,1,躢禜,48.82% 基ず,95.42,0.0730,24,2.81,0.00%,-
="720355",じ靡SN,100,3.44,3.54,10,2.907%,3.962%,-,-,0,躢禜,29.40% 基ず,109.74,0.1050,24,3.99,60.05%,81.13%
="720185",X7ッ伦,10,1.88,1.98,10,5.319%,4.778%,-,-,0,躢禜,24.32% 基ず,114.22,0.0650,8,4.44,116.72%,153.55%
="719578",惩膀Z2,30,1.50,1.53,30,2.000%,4.706%,1.53,-7.83%,40,躢禜,24.01% 基ず,114.51,0.0520,10,4.55,108.53%,121.46%
="720235",TEら脖,25,2.14,2.19,10,2.336%,4.244%,2.21,-11.60%,70,躢禜,24.01% 基ず,114.51,0.0730,24,4.28,76.21%,85.11%
="719924",じVE,100,0.87,0.92,100,5.747%,6.094%,0.94,5.62%,1491,躢禜,10.23% 基ず,128.82,0.0520,25,5.94,59.59%,67.66%
="036538",GYじ,100,3.28,-,0,-,2.065%,-,-,0,穝ら砍,54.67% 基ず,75,0.08,24,-,0.00%,-
="035475",伦BA,0,-,-,0,-,-,-,-,0,穝ら砍,44.78% 基ず,80.12,0.1050,31,-,-,-
="035360",じ6X,100,2.53,-,0,-,2.753%,-,-,0,穝ら砍,35.14% 基ず,85.84,0.0840,25,-,0.00%,-
="037188",HDッ伦,10,2.87,2.97,10,3.484%,2.682%,-,-,0,穝ら砍,33.95% 基ず,86.60,0.0950,34,3.45,66.61%,85.81%
="035963",瓣布GH,25,3.07,3.08,10,0.326%,2.899%,-,-,0,穝ら砍,33.66% 基ず,86.79,0.1050,8,3.82,30.05%,93.77%
="037664",じ碔F9,25,2.86,2.94,10,2.797%,2.714%,-,-,0,穝ら砍,30.34% 基ず,89,0.10,45,3.54,65.44%,75.51%
="035789",惩膀6Z,60,1.86,1.96,60,5.376%,3.326%,-,-,0,穝ら砍,28.02% 基ず,90.61,0.0730,6,4.17,90.03%,169.25%
="033938",碔ü3B,10,1.55,1.63,10,5.161%,3.616%,-,-,0,穝ら砍,21.62% 基ず,95.38,0.0730,26,4.79,51.58%,71.52%
="035724",じ9B,100,1.49,1.59,10,6.711%,3.846%,-,-,0,穝ら砍,15.84% 基ず,100.14,0.0840,39,5.18,49.47%,61.34%
="037310",IKッ伦,10,0.67,0.69,10,2.985%,2.437%,-,-,0,承種,0.53% 基ず,60.38,0.1060,39,5.31,77.15%,79.55%
="037047",LKじ,100,0.39,0.40,100,2.564%,4.346%,0.40,0%,104,羛秜,2.17% 基ず,115,0.0340,32,5.84,73.19%,75.33%
="037127",MBじ,499,4.02,-,0,-,1.009%,-,-,0,地ㄈ,89.33% 基ず,15,0.30,33,-,0.00%,-
="035725",じ9C,499,3.10,-,0,-,1.090%,-,-,0,地ㄈ,77.50% 基ず,16,0.25,39,-,0.00%,-
="035989",惩膀8T,30,4.58,4.68,30,2.183%,1.181%,-,-,0,地ㄈ,67.06% 基ず,17,0.40,40,2.40,60.05%,108.76%
="035938",ら脖MD,25,5.45,5.95,10,9.174%,1.240%,-,-,0,地ㄈ,62.29% 基ず,17.50,0.50,8,2.32,0.00%,337.53%
="035437",じ7P,499,2.08,-,0,-,1.300%,-,-,0,地ㄈ,57.78% 基ず,18,0.20,31,-,0.00%,-
="035890",伦CQ,10,3.14,-,0,-,1.292%,-,-,0,地ㄈ,57.78% 基ず,18,0.30,39,-,67.54%,-
="037105",穝88,10,3.64,-,0,-,1.300%,-,-,0,地ㄈ,57.78% 基ず,18,0.35,33,-,0.00%,-
="035614",惩膀6A,30,3.32,3.42,30,3.012%,1.425%,-,-,0,地ㄈ,49.47% 基ず,19,0.35,32,2.82,75.04%,105.01%
="036169",瓣1W,110,4.74,-,0,-,1.426%,-,-,0,地ㄈ,49.47% 基ず,19,0.50,24,-,82.53%,-
="035964",じ碔1S,25,3.12,3.22,10,3.205%,1.517%,-,-,0,地ㄈ,45.64% 基ず,19.50,0.35,8,3.04,60.05%,191.27%
="036003",瓣1N,100,5.45,-,0,-,1.488%,-,-,0,地ㄈ,45.64% 基ず,19.50,0.60,40,-,75.04%,-
="035717",穝37,10,2.94,-,0,-,1.610%,-,-,0,地ㄈ,42.00% 基ず,20,0.35,5,-,0.00%,-
="035742",じ碔92,25,3.36,3.46,10,2.976%,1.610%,-,-,0,地ㄈ,42.00% 基ず,20,0.40,5,3.27,0.00%,217.51%
="035892",伦CT,10,2.56,-,0,-,1.584%,-,-,0,地ㄈ,42.00% 基ず,20,0.30,39,-,63.80%,-
="036122",CXじ,499,4.21,-,0,-,1.606%,-,-,0,地ㄈ,42.00% 基ず,20,0.50,24,-,30.05%,-
="036918",JZじ,499,2.53,-,0,-,1.603%,-,-,0,地ㄈ,42.00% 基ず,20,0.30,28,-,30.05%,-
="037491",惩膀GY,30,4.28,4.38,30,2.336%,1.579%,-,-,0,地ㄈ,42.00% 基ず,20,0.50,39,3.11,67.54%,86.28%
="035155",9R竤痲,25,4.81,4.82,10,0.208%,1.687%,4.82,-0.41%,30,地ㄈ,38.54% 基ず,20.50,0.60,24,3.45,75.04%,78.78%
="035901",竤痲I4,25,5.70,5.75,10,0.877%,1.660%,-,-,0,地ㄈ,38.54% 基ず,20.50,0.70,39,3.28,71.29%,75.04%
="036070",眃㎝L6,10,2.73,-,0,-,1.733%,-,-,0,地ㄈ,37.73% 基ず,20.62,0.35,12,-,60.05%,-
="036443",ら脖NH,25,3.83,3.93,10,2.611%,1.765%,-,-,0,地ㄈ,36.54% 基ず,20.80,0.50,24,3.53,60.05%,90.03%
="035003",惩膀1D,30,2.62,2.72,30,3.817%,1.806%,-,-,0,地ㄈ,35.24% 基ず,21,0.35,24,3.51,67.54%,97.52%
="035498",じ7U,499,2.24,-,0,-,1.811%,2.25,-3.02%,5,地ㄈ,35.24% 基ず,21,0.30,31,3.57,52.51%,-
="035596",じ8G,499,3.01,-,0,-,1.797%,-,-,0,地ㄈ,35.24% 基ず,21,0.40,32,-,63.80%,-
="036195",じ碔3Q,25,3.02,3.12,10,3.311%,1.791%,-,-,0,地ㄈ,35.24% 基ず,21,0.40,24,3.47,75.04%,101.27%
="036807",ッ19,10,3.81,-,0,-,1.774%,-,-,0,地ㄈ,35.24% 基ず,21,0.50,27,-,78.78%,-
="036188",BT参,20,1.93,2.03,10,5.181%,1.751%,-,-,0,地ㄈ,34.79% 基ず,21.07,0.25,45,3.19,71.29%,91.90%
="035711",J8ッ伦,10,3.06,3.16,10,3.268%,1.944%,-,-,0,地ㄈ,32.40% 基ず,21.45,0.44,5,3.94,60.05%,180.03%
="036112",伦DD,10,3.64,-,0,-,1.857%,-,-,0,地ㄈ,32.09% 基ず,21.50,0.50,42,-,69.42%,-
="036536",じ碔6N,25,3.55,3.65,10,2.817%,1.904%,-,-,0,地ㄈ,32.09% 基ず,21.50,0.50,24,3.65,78.78%,93.77%
="036026",じ碔2F,25,3.23,3.33,10,3.096%,2.093%,-,-,0,地ㄈ,29.09% 基ず,22,0.50,11,4.14,82.53%,116.25%
="036904",ら脖17,25,3.29,3.39,10,3.040%,2.055%,-,-,0,地ㄈ,29.09% 基ず,22,0.50,28,3.94,63.80%,80.66%
="035510",AS参,20,1.57,1.67,10,6.369%,2.153%,-,-,0,地ㄈ,27.01% 基ず,22.36,0.25,31,3.90,62.86%,88.15%
="036017",AXッ伦,10,2.86,2.96,10,3.497%,2.316%,-,-,0,地ㄈ,25.50% 基ず,22.63,0.49,11,4.55,75.04%,108.76%
="034347",惩膀E7,30,1.90,1.99,20,4.737%,2.491%,-,-,0,地ㄈ,23.48% 基ず,23,0.35,7,4.87,75.04%,131.30%
="036076",竤痲K1,25,6.10,6.15,10,0.820%,2.216%,-,-,0,地ㄈ,23.48% 基ず,23,1,41,3.91,71.29%,75.04%
="037731",じA8,499,1.91,1.94,10,1.571%,2.124%,-,-,0,地ㄈ,23.48% 基ず,23,0.30,45,3.57,79.72%,83.47%
="037011",伦JS,10,2.67,2.76,10,3.371%,2.532%,-,-,0,地ㄈ,20.85% 基ず,23.50,0.50,31,4.46,65.67%,74.10%
="037640",ら脖48,25,2.82,2.92,10,3.546%,2.397%,-,-,0,地ㄈ,20.85% 基ず,23.50,0.50,41,4.06,69.42%,76.91%
="035100",穝15,10,1.54,1.61,10,4.546%,3.073%,-,-,0,地ㄈ,18.33% 基ず,24,0.35,24,6.16,0.00%,52.51%
="037783",じ碔G4,25,1.04,1.07,25,2.885%,2.600%,-,-,0,地ㄈ,15.92% 基ず,24.50,0.20,45,4.07,75.51%,80.19%
="034469",瓣39,499,0.87,0.88,10,1.149%,3.108%,-,-,0,地ㄈ,13.74% 基ず,24.97,0.20,39,5.01,62.86%,64.50%
="035582",竤痲E8,25,4.10,4.11,10,0.244%,3.298%,4.11,-2.84%,30,地ㄈ,13.60% 基ず,25,1,31,5.50,61.92%,61.92%
="035836",惩膀7F,30,2.17,2.27,30,4.608%,3.115%,2.19,-3.52%,20,地ㄈ,13.60% 基ず,25,0.50,39,4.94,62.86%,70.35%
="036385",FTじ,499,3.97,4.07,10,2.519%,3.406%,-,-,0,地ㄈ,13.60% 基ず,25,1,24,5.69,63.80%,69.42%
="037671",LGッ伦,10,1.37,1.40,10,2.190%,2.960%,-,-,0,地ㄈ,10.59% 基ず,25.68,0.30,45,4.27,78.55%,81.59%
="037762",J8竤痲,25,1.98,1.99,10,0.505%,3.413%,-,-,0,地ㄈ,9.23% 基ず,26,0.50,45,4.96,66.61%,67.54%
="034468",瓣38,480,1.06,1.07,10,0.943%,3.824%,1.06,-1.85%,10,地ㄈ,8.36% 基ず,26.21,0.30,39,5.57,62.86%,63.80%
="034583",碔ü5M,20,0.74,0.79,10,6.757%,4.471%,-,-,0,地ㄈ,5.19% 基ず,27,0.25,40,5.95,58.83%,64.50%
="036455",GGじ,499,2.62,2.71,10,3.435%,5.135%,-,-,0,地ㄈ,5.19% 基ず,27,1,24,6.98,63.80%,67.54%
="037733",惩膀KE,30,1.44,1.45,30,0.694%,3.653%,-,-,0,地ㄈ,5.19% 基ず,27,0.40,45,4.96,72.23%,73.16%
="034470",瓣40,499,0.77,0.78,10,1.299%,4.015%,-,-,0,地ㄈ,1.65% 基ず,27.94,0.30,39,6.32,62.51%,63.33%
="035997",BYじ,499,1.93,1.95,10,1.036%,3.853%,-,-,0,地ㄈ,1.43% 基ず,28,0.75,40,6.27,62.86%,63.33%
="037525",伦LH,10,0.62,0.67,10,8.065%,2.806%,0.63,-3.08%,8,竤承,1.09% 基ず,9.20,0.80,40,6.66,58.13%,63.33%
="06820P",じ碔6H,25,0.69,0.70,25,1.449%,2.993%,-,-,0,竤承,2.11% 基ず,9.50,0.90,24,-6.15,68.95%,70.35%
="06661P",BCッ伦,10,0.51,0.52,10,1.961%,4.962%,-,-,0,竤承,3.43% 基ず,9.63,0.87,11,-9.56,60.99%,62.86%
="06737P",DYじ,100,0.65,0.66,100,1.539%,3.461%,0.65,-2.99%,98,竤承,7.00% 基ず,10,0.70,24,-6.67,51.58%,53.45%
="06684P",瓣1R,350,1.46,1.48,15,1.370%,2.351%,1.45,-2.03%,40,竤承,11.43% 基ず,10.50,1,41,-4.54,54.38%,56.26%
="06581P",竤痲H5,25,1.15,1.16,10,0.870%,1.919%,-,-,0,竤承,15.46% 基ず,11,0.60,39,-3.68,60.99%,62.86%
="06640P",惩膀7T,30,1.44,1.48,30,2.778%,2.237%,-,-,0,竤承,15.46% 基ず,11,0.85,8,-5.13,0.00%,82.53%
="06644P",じ碔2A,25,1.28,1.33,25,3.906%,2.221%,-,-,0,竤承,15.46% 基ず,11,0.75,8,-4.89,52.51%,93.77%
="06846P",GWじ,100,0.70,0.71,10,1.429%,2.150%,-,-,0,竤承,15.46% 基ず,11,0.40,24,-4.39,50.64%,55.32%
="06552P",伦BY,10,1.92,1.97,10,2.604%,1.184%,-,-,0,竤承,25.60% 基ず,12.50,0.60,31,-2.67,45.03%,75.04%
="05993P",C5参,20,3.01,3.11,10,3.322%,0.636%,-,-,0,竤承,39.22% 基ず,15.30,0.5050,10,-1.43,0.00%,217.51%
="720385",QEッ伦,10,0.52,0.54,10,3.846%,2.410%,0.53,-3.64%,1275,盷乃,0.08% 基,38.13,0.1430,26,5.63,89.09%,92.60%
="720579",S9じ碔,25,0.87,0.91,25,4.598%,3.339%,0.87,-4.40%,39,虫か,9.52% 基ず,63,0.08,45,4.32,80.07%,85.81%
="72142P",眃㎝PC,10,0.34,0.44,10,29.412%,4.332%,-,-,0,虫か,0.55% 基ず,69.38,0.06,24,-4.90,77.44%,101.03%
="034092",78い獺,30,1.02,1.07,10,4.902%,3.681%,1.03,4.04%,40,古緼,21.01% 基ず,94.21,0.0480,32,4.66,60.05%,73.63%
="035827",N2ッ伦,10,1.47,1.52,10,3.401%,4.836%,1.47,5%,10,古緼,16.91% 基ず,97.51,0.0850,7,6.47,93.77%,112.04%
="034421",L4参,10,0.48,0.51,10,6.250%,4.203%,-,-,0,古緼,7.08% 基ず,106.46,0.0340,39,5.23,67.84%,74.28%
="034279",KZじ碔,25,0.53,0.56,10,5.660%,9.078%,-,-,0,古緼,4.32% 基ず,109.28,0.0740,6,11.11,76.33%,84.05%
="034437",じ52,100,0.70,0.73,100,4.286%,4.950%,0.73,12.31%,126,古緼,0.84% 基ず,113.05,0.0740,39,6.46,59.77%,62.51%
="034494",惩膀G1,30,0.39,0.42,30,7.692%,7.747%,-,-,0,古緼,0.84% 基ず,113.05,0.0640,10,9.97,74.01%,80.25%
="720137",T8じ,0,-,-,0,-,-,-,-,0,璓,158.03% 基ず,147.27,0.0410,39,-,-,-
="720274",参TV,28,6.65,6.95,10,4.511%,0.996%,-,-,0,璓,133.29% 基ず,162.89,0.0310,45,1.66,0.00%,182.37%
="720160",X3ッ伦,10,10.70,-,0,-,1.019%,-,-,0,璓,129.72% 基ず,165.42,0.0510,7,-,0.00%,-
="720270",WBじ,0,-,-,0,-,-,-,-,0,璓,127.67% 基ず,166.91,0.0410,45,-,-,-
="720243",じ碔PY,25,8.10,8.15,10,0.617%,1.082%,-,-,0,璓,111.50% 基ず,179.67,0.0410,24,1.89,0.00%,0.00%
="720238",碔üV5,20,8,-,0,-,1.095%,-,-,0,璓,109.21% 基ず,181.64,0.0410,42,-,0.00%,-
="720259",PDッ伦,10,6.95,7.25,10,4.317%,1.138%,-,-,0,璓,101.23% 基ず,188.84,0.0370,24,1.90,0.00%,191.74%
="720320",じWB,0,-,-,0,-,-,-,-,0,璓,93.51% 基ず,196.37,0.0510,24,-,-,-
="719262",参RS,10,7.25,7.65,10,5.517%,1.209%,-,-,0,璓,90.29% 基ず,199.70,0.0410,24,1.99,0.00%,192.21%
="719734",参ST,10,5.15,5.50,10,6.796%,1.283%,4.74,1.50%,1,璓,80.52% 基ず,210.50,0.0310,45,2.34,0.00%,139.03%
="720518",RNッ伦,10,4.95,5.05,10,2.020%,1.293%,-,-,0,璓,78.93% 基ず,212.37,0.03,39,2.21,0.00%,80.66%
="719215",参RK,20,6.35,6.60,3,3.937%,1.379%,6,11.11%,2,璓,70.95% 基ず,222.29,0.0410,24,2.48,0.00%,138.79%
="720572",惩膀SJ,30,7.65,7.75,30,1.307%,1.388%,-,-,0,璓,68.89% 基ず,225,0.05,45,2.38,0.00%,0.00%
="720558",惩膀SF,30,6.80,7,30,2.941%,1.580%,6.80,21.43%,3,璓,54.81% 基ず,245.46,0.0510,41,2.68,0.00%,84.40%
="720005",穝Q5,10,0.41,0.51,10,24.390%,17.659%,-,-,0,供揩,0.37% 基ず,270,0.0250,31,8.00,49.73%,62.42%
="72078P",竤痲PS,100,13.50,14.30,6,5.926%,0.866%,13.80,9.52%,91,簙稬,30.46% 基ず,1100,0.04,31,-1.93,73.63%,117.66%
="72086P",竤痲PW,3,8.50,-,0,-,0.385%,8.50,8.97%,4,簙稬,52.19% 基ず,1600,0.01,33,-0.86,165.73%,-
="72093P",惩膀Z1,30,4.18,4.33,4,3.589%,0.394%,4.19,6.62%,15,簙稬,52.19% 基ず,1600,0.0050,10,-0.85,198.77%,352.76%
="037387",XKじ,100,1.14,1.17,50,2.632%,3.049%,-,-,0,F-禩羛,20.00% 基ず,120,0.04,39,3.98,75.33%,81.01%
="032715",BUじ碔,25,0.36,0.39,25,8.333%,8.285%,-,-,0,F-禩羛,7.97% 基ず,133.37,0.0330,4,10.53,51.11%,80.42%
="035826",N1ッ伦,10,0.29,0.34,10,17.241%,8.778%,-,-,0,F-禩羛,0.47% 基ず,143.33,0.05,7,12.33,68.07%,80.63%
="06995P",FWッ伦,10,0.68,0.69,10,1.471%,1.794%,-,-,0,F-TPK,10.71% 基ず,75.60,0.0480,31,-2.64,115.78%,118.48%
="07257P",じ碔H5,25,0.76,0.79,10,3.947%,1.699%,0.79,-3.66%,23,F-TPK,14.12% 基ず,78.60,0.05,45,-2.66,84.40%,91.02%
="06779P",CQッ伦,10,1.41,1.44,10,2.128%,1.519%,1.42,-4.05%,5,F-TPK,26.09% 基ず,91.33,0.0590,24,-2.48,62.86%,84.87%
="06501P",竤痲B1,25,13.20,14.20,10,7.576%,1.223%,-,-,0,F-TPK,32.15% 基ず,99.49,0.4220,25,-1.84,0.00%,127.55%
="06721P",DHじ,100,1.90,1.93,10,1.579%,1.213%,2.01,5.79%,31,F-TPK,32.15% 基ず,99.49,0.06,24,-1.98,0.00%,84.40%
="06676P",BKッ伦,10,2.10,2.14,10,1.905%,1.202%,-,-,0,F-TPK,33.48% 基ず,101.48,0.0630,12,-1.94,0.00%,90.03%
="06233P",3W竤痲,25,14.90,15.30,10,2.685%,0.860%,-,-,0,F-TPK,41.00% 基ず,114.41,0.3220,25,-1.35,0.00%,127.55%
="06621P",じ碔1P,25,4.16,4.18,10,0.481%,0.871%,-,-,0,F-TPK,41.00% 基ず,114.41,0.09,7,-1.45,0.00%,0.00%
="06585P",K3ッ伦,10,3.11,3.16,10,1.608%,0.828%,-,-,0,F-TPK,42.16% 基ず,116.70,0.0640,5,-1.34,0.00%,232.50%
="06259P",4Q竤痲,25,12.80,13.40,10,4.688%,0.778%,-,-,0,F-TPK,43.46% 基ず,119.39,0.2510,31,-1.19,0.00%,146.29%
="06668P",瓣布GM,25,2.81,2.82,10,0.356%,0.716%,-,-,0,F-TPK,45.72% 基ず,124.36,0.05,11,-1.20,0.00%,0.00%
="06474P",惩膀1V,30,4.29,4.39,30,2.331%,0.656%,-,-,0,F-TPK,47.81% 基ず,129.34,0.07,24,-1.01,0.00%,161.28%
="06503P",じ6S,100,6.20,-,0,-,0.654%,-,-,0,F-TPK,47.81% 基ず,129.34,0.1010,25,-,0.00%,-
="06285P",瓣22,0,-,-,0,-,-,-,-,0,F-TPK,60.09% 基ず,169.13,0.05,31,-,-,-
="05131P",い獺3K,30,3.65,3.75,10,2.740%,0.276%,-,-,0,F-TPK,68.44% 基ず,213.90,0.0250,4,-0.43,0.00%,793.14%
="720202",じRR,100,3.70,3.80,10,2.703%,2.651%,-,-,0,河ポ,41.11% 基ず,450,0.02,11,3.29,0.00%,140.90%
="720154",じ碔PD,25,1.45,1.49,25,2.759%,3.171%,-,-,0,河ポ,27.00% 基ず,500,0.01,39,3.84,68.42%,77.44%
="720318",じTX,100,2.05,2.12,10,3.415%,3.488%,-,-,0,河ポ,27.00% 基ず,500,0.0150,24,4.30,52.63%,75.86%
="720193",穝R1,10,1.61,1.67,10,3.727%,4.117%,-,-,0,河ポ,16.51% 基ず,545,0.0160,39,5.26,51.49%,58.51%
="720025",じT9,100,0.95,0.99,10,4.211%,4.346%,0.97,-4.90%,17,河ポ,15.46% 基ず,550,0.01,35,5.44,51.08%,58.90%
="720276",PFッ伦,10,1.82,1.89,10,3.846%,4.571%,-,-,0,河ポ,13.24% 基ず,560.76,0.02,24,5.39,71.41%,78.46%
="720039",W1伦,10,0.99,1.03,10,4.040%,4.681%,-,-,0,河ポ,11.80% 基ず,568,0.0120,35,5.76,53.27%,58.80%
="720337",眃㎝PF,10,0.77,0.83,10,7.792%,5.081%,-,-,0,河ポ,10.41% 基ず,575.13,0.01,24,5.99,63.83%,75.15%
="720064",瓣XJ,30,1.61,1.63,30,1.242%,4.634%,-,-,0,河ポ,10.24% 基ず,576,0.02,35,5.77,59.03%,60.58%
="720048",惩膀QF,30,0.60,0.66,30,10.000%,7.837%,-,-,0,河ポ,9.48% 基ず,580,0.01,4,8.72,88.15%,121.40%
="720125",い獺XC,30,0.49,0.54,10,10.204%,9.088%,-,-,0,河ポ,7.99% 基ず,588,0.01,5,10.53,52.16%,80.86%
="720026",じU1,100,0.87,0.92,10,5.747%,5.730%,1,2.04%,15,河ポ,5.83% 基ず,600,0.0150,32,6.42,51.06%,55.93%
="720036",SNら脖,25,0.60,0.66,10,10.000%,10.590%,-,-,0,河ポ,5.83% 基ず,600,0.0150,4,12.68,65.47%,85.46%
="720075",じ碔Z7,25,0.56,0.59,25,5.357%,9.545%,-,-,0,河ポ,5.83% 基ず,600,0.0130,5,11.42,72.42%,82.09%
="720127",竤痲SN,25,1.10,1.15,10,4.546%,4.467%,-,-,0,河ポ,5.83% 基ず,600,0.0150,39,5.48,66.12%,70.41%
="720118",W3ッ伦,10,1.36,1.41,10,3.677%,4.562%,-,-,0,河ポ,5.73% 基ず,600.60,0.0190,39,5.65,64.31%,67.69%
="037295",XDじ,100,0.82,0.87,10,6.098%,3.200%,-,-,0,笷,8.25% 基ず,20,0.30,39,5.24,64.73%,71.29%
="037318",穝1C,10,0.79,0.81,10,2.532%,3.805%,0.81,14.08%,20,笷,4.09% 基ず,20.80,0.40,39,6.71,53.68%,55.55%
="037255",HUッ伦,10,0.68,0.69,10,1.471%,2.990%,-,-,0,笷,2.17% 基ず,21.19,0.2950,35,5.46,77.15%,78.55%
="037399",惩膀GQ,30,0.37,0.40,30,8.108%,2.974%,-,-,0,笷,1.59% 基,22,0.20,39,5.87,70.12%,75.39%
="720487",RBッ伦,10,2.18,2.25,10,3.211%,3.199%,-,-,0,狥瑅,24.15% 基ず,89.41,0.0930,39,4.08,65.20%,74.10%
="720371",ドT5,10,1.66,1.76,10,6.024%,4.384%,-,-,0,狥瑅,16.84% 基ず,95,0.10,25,5.96,44.56%,61.92%
="720229",じVW,70,0.52,0.62,10,19.231%,8.931%,0.52,-13.33%,30,狥瑅,0.91% 基ず,110,0.10,12,11.91,57.89%,70.35%
="719561",参SH,20,0.39,0.40,20,2.564%,6.617%,0.41,2.50%,77,ü疭,3.24% 基ず,124.95,0.03,39,5.71,64.62%,66.67%
="720006",穝Q6,10,0.35,0.36,10,2.857%,9.489%,0.34,-19.05%,70,ü疭,1.55% 基,131.03,0.05,31,9.30,51.99%,53.30%
="720281",じ碔QJ,25,5.95,6,10,0.840%,0.993%,-,-,0,胺ㄈ,83.66% 基ず,35.50,0.20,24,2.18,60.05%,135.04%
="720357",じ靡SQ,100,3.78,3.82,25,1.058%,1.169%,-,-,0,胺ㄈ,63.00% 基ず,40,0.15,24,2.54,0.00%,108.76%
="720189",Y2ッ伦,10,3.26,3.33,10,2.147%,1.360%,3.02,-15.41%,5,胺ㄈ,49.58% 基ず,43.59,0.15,8,3.15,138.79%,195.02%
="034891",AE参,10,2.32,2.41,10,3.879%,2.063%,-,-,0,F-腞伦,37.14% 基ず,234.07,0.0260,45,3.19,61.46%,81.48%
="037427",JAッ伦,10,2.50,2.57,10,2.800%,2.077%,-,-,0,F-腞伦,36.13% 基ず,235.80,0.0280,39,3.15,77.15%,90.26%
