2016/01/22,20:18:06
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="06773P",じ碔5B,25,2.25,2.31,10,2.667%,1.879%,-,-,0,Θ,20.20% 基ず,275.06,0.0410,24,-3.72,0.00%,57.66%
="07056P",伦KG,10,1.76,1.84,10,4.546%,1.673%,-,-,0,Θ,20.62% 基ず,276.50,0.03,34,-3.16,57.89%,74.80%
="07080P",C9瓣,30,3.10,3.20,30,3.226%,1.602%,-,-,0,Θ,21.61% 基ず,280,0.05,35,-3.07,58.13%,71.52%
="07022P",ㄈ狥LE,10,3.88,3.98,10,2.577%,1.583%,4.06,0.50%,30,Θ,22.98% 基ず,285,0.06,33,-3.06,0.00%,56.72%
="07101P",じ碔C2,25,1.40,1.46,12,4.286%,1.423%,-,-,0,Θ,22.98% 基ず,285,0.02,39,-2.41,76.62%,91.02%
="06405P",惩膀K4,30,7.65,8.15,30,6.536%,1.346%,7.50,-5.06%,4,Θ,25.52% 基ず,294.71,0.1020,45,-2.60,41.28%,78.32%
="06786P",じ碔5R,25,1.97,2.01,10,2.031%,1.408%,-,-,0,Θ,26.74% 基ず,299.62,0.0250,24,-2.70,0.00%,65.67%
="07134P",XRじ,100,2.42,2.46,10,1.653%,1.301%,-,-,0,Θ,26.83% 基ず,300,0.03,39,-2.51,52.51%,66.61%
="07182P",惩膀HE,30,4.02,4.12,30,2.488%,1.300%,-,-,0,Θ,26.83% 基ず,300,0.05,40,-2.46,47.83%,68.95%
="05616P",D3じ碔,25,1.70,1.74,10,2.353%,1.229%,1.75,1.74%,5,Θ,28.25% 基ず,305.90,0.02,45,-2.41,0.00%,57.43%
="06626P",伦CZ,10,2.72,2.79,10,2.574%,1.218%,-,-,0,Θ,28.50% 基ず,306.99,0.0310,39,-2.30,56.96%,77.85%
="06404P",惩膀K3,30,10.60,11.60,30,9.434%,1.099%,-,-,0,Θ,32.29% 基ず,324.18,0.1020,24,-1.72,0.00%,155.66%
="06580P",竤痲H4,25,3.20,3.28,10,2.500%,1.069%,3.18,-4.22%,3,Θ,32.29% 基ず,324.18,0.0310,39,-2.05,0.00%,75.04%
="06571P",伦CD,10,4.67,-,0,-,0.763%,-,-,0,Θ,40.73% 基ず,370.35,0.0310,35,-,75.04%,-
="037081",じ碔9Q,25,6.90,6.95,10,0.725%,1.171%,-,-,0,划,66.47% 基ず,34,0.30,33,2.40,108.76%,116.25%
="037384",XHじ,100,6.45,6.80,1,5.426%,1.252%,6.75,0.75%,33,划,61.71% 基ず,35,0.30,39,2.42,0.00%,123.80%
="036747",EMッ伦,10,3.01,3.08,10,2.326%,1.387%,-,-,0,划,50.49% 基ず,37.61,0.1550,26,2.75,103.14%,125.67%
="035257",じ6M,100,3.23,3.33,10,3.096%,2.127%,-,-,0,划,28.20% 基ず,44.15,0.2610,24,4.30,0.00%,65.67%
="035804",じ9X,100,3.23,-,0,-,2.076%,3.29,4.78%,3,地穝,37.99% 基ず,12.61,0.6660,39,3.32,52.51%,-
="037262",穝97,10,4.44,-,0,-,1.016%,-,-,0,Щ笷筿,73.94% 基ず,42.60,0.14,35,-,90.03%,-
="037120",LUじ,100,3.79,-,0,-,1.106%,-,-,0,Щ笷筿,64.67% 基ず,45,0.13,33,-,0.00%,-
="037604",じ碔E8,25,2.56,2.64,20,3.125%,1.257%,-,-,0,Щ笷筿,51.22% 基ず,49,0.10,41,2.70,79.72%,104.08%
="037187",HCッ伦,10,3.79,3.84,10,1.319%,1.275%,-,-,0,Щ笷筿,51.19% 基ず,49.01,0.15,34,2.81,67.54%,88.15%
="036721",IWじ,100,2.41,-,0,-,1.337%,-,-,0,Щ笷筿,48.20% 基ず,50,0.10,26,-,0.00%,-
="036869",惩膀BF,30,2.42,2.50,30,3.306%,1.331%,-,-,0,Щ笷筿,48.20% 基ず,50,0.10,27,2.95,63.80%,111.57%
="036930",穝80,10,2.56,-,0,-,1.508%,-,-,0,Щ笷筿,39.81% 基ず,53,0.12,28,-,67.54%,-
="037659",ZWじ,100,4.42,-,0,-,1.444%,-,-,0,Щ笷筿,39.81% 基ず,53,0.20,45,-,77.85%,-
="036806",ッ18,10,3.22,-,0,-,1.499%,-,-,0,Щ笷筿,39.29% 基ず,53.20,0.15,27,-,85.34%,-
="037085",じ碔9U,25,2.71,2.77,20,2.214%,1.537%,-,-,0,Щ笷筿,37.22% 基ず,54,0.13,33,3.27,79.72%,92.84%
="036634",L3い獺,0,-,-,0,-,-,-,-,0,Щ笷筿,34.73% 基ず,55,0.10,24,-,-,-
="036655",IHじ,100,1.92,1.95,10,1.563%,1.673%,-,-,0,Щ笷筿,34.73% 基ず,55,0.10,25,3.70,52.51%,74.10%
="036767",AI瓣,180,2.94,-,0,-,1.638%,-,-,0,Щ笷筿,34.73% 基ず,55,0.15,26,-,76.91%,-
="036991",惩膀CR,30,1.95,2.05,30,5.128%,1.642%,-,-,0,Щ笷筿,34.73% 基ず,55,0.10,31,3.45,66.61%,96.11%
="037426",IZッ伦,10,2.62,2.67,10,1.908%,1.577%,-,-,0,Щ笷筿,34.39% 基ず,55.14,0.13,39,3.28,80.66%,88.62%
="036956",眃㎝M4,10,2.41,-,0,-,1.718%,-,-,0,Щ笷筿,31.45% 基ず,56.37,0.13,31,-,75.51%,-
="036673",ら脖01,25,1.98,2.02,10,2.020%,1.930%,1.99,-2.45%,20,Щ笷筿,27.76% 基ず,58,0.12,25,4.28,63.80%,75.51%
="036934",じ碔8V,25,2.17,2.24,20,3.226%,1.899%,-,-,0,Щ笷筿,27.76% 基ず,58,0.13,28,4.04,66.61%,81.59%
="036746",ELッ伦,10,2.38,2.43,10,2.101%,1.934%,-,-,0,Щ笷筿,27.08% 基ず,58.31,0.1450,26,4.15,69.42%,79.72%
="035153",9P竤痲,25,3,3.10,10,3.333%,2.116%,-,-,0,Щ笷筿,24.33% 基ず,59.60,0.2010,24,4.52,60.05%,75.97%
="036495",A8瓣,330,1.53,1.60,111,4.575%,2.085%,-,-,0,Щ笷筿,24.33% 基ず,59.60,0.1010,24,4.33,68.01%,86.75%
="036590",75惩膀,30,1.47,1.57,30,6.803%,2.141%,1.39,-12.58%,1,Щ笷筿,23.50% 基ず,60,0.10,24,4.78,64.73%,90.49%
="036606",HXじ,100,1.45,1.47,10,1.379%,2.171%,-,-,0,Щ笷筿,23.50% 基ず,60,0.10,24,4.81,57.66%,64.73%
="036579",じ碔6V,25,1.25,1.30,20,4.000%,2.420%,1.29,-3.01%,570,Щ笷筿,17.62% 基ず,63,0.10,24,4.81,72.23%,82.30%
="035239",じ6F,100,1.45,1.55,10,6.897%,2.841%,-,-,0,Щ笷筿,14.76% 基ず,64.57,0.1410,24,6.01,51.11%,66.37%
="036667",81惩膀,30,1.08,1.15,30,6.482%,2.661%,-,-,0,Щ笷筿,14.00% 基ず,65,0.10,25,5.29,67.54%,79.72%
="036515",DCッ伦,10,1.06,1.09,10,2.830%,3.084%,1.14,-0.87%,10,Щ笷筿,10.66% 基ず,66.96,0.1210,24,6.18,58.13%,62.39%
="035473",伦AW,10,0.86,0.89,10,3.488%,2.771%,-,-,0,Щ笷筿,7.05% 基ず,69.22,0.1010,31,5.77,68.01%,71.76%
="034624",じ1W,100,0.56,0.65,10,16.071%,2.839%,-,-,0,Щ笷筿,2.89% 基ず,72.02,0.0810,45,5.94,55.85%,66.84%
="036262",穝54,10,0.42,0.43,10,2.381%,4.721%,0.43,-10.42%,50,Щ笷筿,0.80% 基ず,73.51,0.1110,24,10.60,45.32%,46.55%
="034119",9Yじ,100,0.14,0.24,10,71.429%,3.538%,-,-,0,Щ笷筿,0.54% 基,74.50,0.03,32,6.25,54.62%,92.60%
="035260",じ6R,100,0.52,0.62,10,19.231%,4.107%,-,-,0,Щ笷筿,0.54% 基,74.50,0.1310,24,8.80,54.03%,64.03%
="035679",じ碔86,25,0.22,0.25,25,13.636%,6.842%,-,-,0,Щ笷筿,0.54% 基,74.50,0.1010,4,15.45,75.80%,85.34%
="035914",AFッ伦,10,0.32,0.42,10,31.250%,6.308%,0.43,-12.24%,20,Щ笷筿,0.86% 基,74.74,0.1360,8,11.30,59.88%,76.56%
="06637P",惩膀7P,30,1.15,1.17,30,1.739%,3.622%,1.18,0%,129,篴,17.41% 基ず,13.50,0.50,8,-4.57,0.00%,0.00%
="05964P",瓣MJ,30,4.09,-,0,-,0.812%,-,-,0,锭,34.60% 基ず,11.82,1,4,-,120.05%,-
="037284",NRじ,100,0.41,0.42,100,2.439%,5.516%,0.41,-8.89%,214,地,1.82% 基ず,11,0.45,39,7.11,54.85%,56.49%
="07011P",じ碔9P,50,0.55,0.56,25,1.818%,4.166%,0.56,5.66%,85,地,1.82% 基,11,0.70,32,-5.91,67.54%,68.48%
="06524P",竤痲D3,25,1.97,2.04,10,3.553%,1.833%,-,-,0,窾,21.82% 基ず,22,0.40,31,-2.86,61.92%,78.78%
="06633P",ANッ伦,10,1.27,1.31,10,3.150%,4.133%,1.27,13.39%,5,篴,11.91% 基ず,19.98,0.5150,8,-6.48,67.54%,80.66%
="06709P",じ碔3T,25,1.41,1.45,10,2.837%,3.119%,-,-,0,篴,14.15% 基ず,20.50,0.45,24,-4.54,59.53%,66.61%
="034795",7T竤痲,25,1.82,1.92,10,5.495%,7.832%,-,-,0,F-,18.06% 基ず,180,0.05,24,4.87,72.58%,86.51%
="06869P",EDッ伦,10,0.76,0.79,10,3.947%,5.346%,0.79,11.27%,3,い关,1.22% 基ず,22.88,0.59,25,-8.60,48.30%,50.64%
="06925P",97惩膀,30,0.61,0.62,30,1.639%,6.023%,0.64,8.47%,122,い关,1.74% 基ず,23,0.50,26,-9.48,41.75%,42.69%
="06945P",じ碔8Q,25,1.19,1.29,10,8.403%,4.351%,-,-,0,い关,9.60% 基ず,25,0.45,27,-6.29,40.81%,52.51%
="06881P",じ碔7L,25,3.02,3.06,10,1.325%,1.437%,3.14,5.72%,89,碔ü,23.91% 基ず,46,0.28,25,-3.12,0.00%,0.00%
="07156P",じ碔D5,25,2.17,2.20,10,1.383%,1.426%,2.26,5.12%,60,碔ü,23.91% 基ず,46,0.20,39,-2.98,0.00%,45.03%
="06917P",89惩膀,30,2.47,2.55,30,3.239%,1.255%,2.52,1.61%,73,碔ü,26.32% 基ず,47.50,0.20,26,-2.59,0.00%,78.78%
="06486P",じ4W,100,6.45,6.50,10,0.775%,1.202%,6.25,3.31%,15,碔ü,27.08% 基ず,48,0.50,24,-2.59,0.00%,52.51%
="06660P",BBッ伦,10,4.59,4.67,10,1.743%,1.148%,4.68,1.52%,28,碔ü,28.07% 基ず,48.66,0.34,11,-2.49,0.00%,105.01%
="06665P",じ碔2M,25,6.90,6.95,10,0.725%,1.123%,7.10,4.41%,30,碔ü,28.57% 基ず,49,0.50,11,-2.46,0.00%,0.00%
="07055P",伦JX,10,4.12,4.17,10,1.214%,1.129%,4.29,4.13%,40,碔ü,28.57% 基ず,49,0.30,34,-2.37,0.00%,0.00%
="07043P",B9瓣,180,2.93,3.03,100,3.413%,1.058%,2.98,1.71%,46,碔ü,29.72% 基ず,49.80,0.20,33,-2.17,0.00%,84.40%
="06642P",惩膀7V,30,4.46,4.52,30,1.345%,1.043%,4.54,5.83%,91,碔ü,30.00% 基ず,50,0.30,8,-2.27,0.00%,120.05%
="07191P",H3竤痲,25,2.21,2.25,10,1.810%,1.052%,2.29,4.09%,188,碔ü,30.00% 基ず,50,0.15,41,-2.25,0.00%,54.38%
="06673P",瓣布GP,300,4.99,5,10,0.200%,0.870%,-,-,0,碔ü,33.96% 基ず,53,0.28,12,-1.92,0.00%,0.00%
="06485P",じ4V,100,3.95,4.05,10,2.532%,3.029%,4,-5.66%,354,瓣,10.26% 基ず,38,1,24,-7.52,28.13%,35.67%
="07054P",伦JW,10,1.77,1.82,10,2.825%,2.161%,-,-,0,瓣,14.75% 基ず,40,0.30,34,-5.09,29.07%,40.35%
="07226P",J3竤痲,25,1.87,1.90,10,1.604%,1.947%,1.92,-3.03%,25,瓣,14.75% 基ず,40,0.30,45,-4.38,42.22%,45.03%
="06905P",じ碔7Z,25,1.95,2.05,10,5.128%,1.827%,-,-,0,瓣,18.81% 基ず,42,0.25,26,-3.92,0.00%,62.86%
="06981P",ら脖20,25,2.36,2.41,10,2.119%,1.779%,2.35,-6%,15,瓣,18.81% 基ず,42,0.30,31,-4.08,0.00%,48.77%
="06915P",87惩膀,30,2.51,2.61,30,3.984%,1.722%,2.69,5.91%,5,瓣,19.77% 基ず,42.50,0.30,26,-3.45,30.05%,65.67%
="06775P",じ碔5D,25,2.75,2.85,10,3.636%,1.103%,-,-,0,瓣,28.96% 基ず,48,0.20,24,-2.28,0.00%,96.58%
="06902P",じ碔7W,25,1.97,2,10,1.523%,1.576%,-,-,0,秨祇,21.89% 基ず,9,1,26,-3.46,30.05%,60.05%
="06938P",惩膀AU,30,0.77,0.87,30,12.987%,6.353%,-,-,0,ド,6.47% 基ず,17,0.60,27,-8.21,32.86%,44.09%
="06918P",90惩膀,30,1.42,1.49,30,4.930%,2.832%,-,-,0,じ,21.54% 基ず,13,0.50,26,-3.18,58.13%,84.40%
="06942P",じ碔8M,25,2.55,2.62,10,2.745%,2.839%,2.64,-1.86%,38,じ,21.54% 基ず,13,0.90,27,-3.29,56.26%,71.29%
="06643P",惩膀7W,30,2.62,2.71,30,3.435%,2.678%,-,-,0,じ,22.43% 基ず,13.15,0.8720,8,-3.13,112.51%,150.04%
="06940P",惩膀AW,30,1.35,1.39,30,2.963%,4.718%,1.45,9.85%,42,伦,9.48% 基ず,21.32,0.6050,27,-6.64,40.35%,45.03%
="06939P",惩膀AV,30,1.92,1.96,30,2.083%,1.778%,1.96,3.70%,130,ッ伦,19.50% 基ず,10,1,27,-3.92,0.00%,45.03%
="07052P",伦JU,10,1.91,1.95,10,2.094%,3.846%,1.91,-4.02%,167,い獺,14.12% 基ず,17,0.80,34,-5.77,22.53%,33.79%
="06943P",じ碔8N,50,1.50,1.53,14,2.000%,3.115%,1.53,1.32%,129,い獺,17.05% 基ず,17.60,0.50,27,-4.46,37.54%,48.77%
="06487P",じ4X,100,3.66,3.76,10,2.732%,2.862%,3.76,3.01%,89,い獺,18.35% 基ず,17.88,1.1190,24,-4.14,30.05%,56.26%
="06986P",惩膀CG,30,2.69,2.79,30,3.718%,2.781%,2.83,4.04%,160,い獺,18.89% 基ず,18,0.80,31,-3.86,0.00%,52.51%
="06828P",46惩膀,30,3.21,3.31,30,3.115%,1.751%,3.27,0.62%,150,い獺,27.00% 基ず,20,0.60,24,-2.56,0.00%,86.28%
="037340",惩膀FQ,30,0.80,0.83,30,3.750%,4.921%,-,-,0,环κ,6.33% 基ず,15,0.50,39,6.60,51.58%,54.38%
="036281",3L碔ü,10,0.64,0.65,10,1.563%,5.241%,0.63,-8.70%,182,膀,4.06% 基ず,18.74,0.32,45,6.15,58.36%,59.53%
="037419",伦LB,10,0.40,0.41,10,2.500%,4.805%,0.43,-12.24%,40,膀,-,19.50,0.23,39,5.70,67.54%,69.18%
="036337",28惩膀,30,0.54,0.57,30,5.556%,5.993%,0.58,-7.94%,41,膀,0.92% 基,19.68,0.4270,24,7.37,66.61%,70.12%
="037285",NSじ,100,0.67,0.72,10,7.463%,4.235%,-,-,0,垂花,4.00% 基ず,25,0.25,39,5.76,63.56%,69.65%
="037252",HQッ伦,10,0.66,0.67,10,1.515%,3.774%,-,-,0,垂花,1.84% 基ず,25.53,0.24,35,5.45,77.85%,79.25%
="06793P",CXッ伦,10,0.87,0.91,10,4.598%,2.880%,-,-,0,ミ,5.53% 基ず,2111.78,0.0040,24,-5.14,72.65%,77.61%
="06734P",DVじ,100,1.83,1.89,10,3.279%,2.956%,1.73,0.58%,566,ミ,7.73% 基ず,2162.09,0.0080,24,-6.11,60.80%,64.76%
="07012P",GCッ伦,10,1.04,1.06,10,1.923%,2.055%,-,-,0,ミ,11.04% 基ず,2242.50,0.0030,32,-3.61,80.14%,83.13%
="06999P",EJ参,20,1.13,1.20,10,6.195%,2.006%,-,-,0,ミ,13.26% 基ず,2300,0.0030,32,-3.49,74.06%,85.07%
="06787P",じ碔5S,25,1.89,-,0,-,2.226%,-,-,0,ミ,15.42% 基ず,2358.65,0.0050,24,-,53.51%,-
="06805P",ら脖ND,25,1.47,1.57,10,6.803%,2.291%,1.57,-2.48%,5,ミ,15.42% 基ず,2358.65,0.0040,24,-4.26,40.81%,65.13%
="07057P",伦KJ,10,1.25,1.34,10,7.200%,1.896%,-,-,0,ミ,15.57% 基ず,2363,0.0030,34,-3.37,66.89%,81.79%
="06962P",M8い獺,30,0.94,1.04,10,10.638%,1.797%,-,-,0,ミ,16.88% 基ず,2400,0.0020,28,-2.85,86.57%,112.48%
="06769P",じ碔4X,25,2.31,-,0,-,1.958%,-,-,0,ミ,18.80% 基ず,2456.93,0.0050,24,-,41.57%,-
="06797P",A4瓣,360,1.39,1.44,10,3.597%,1.952%,-,-,0,ミ,18.80% 基ず,2456.93,0.0030,24,-3.68,44.85%,66.01%
="06778P",CPッ伦,10,1.62,1.70,10,4.938%,1.740%,-,-,0,ミ,20.92% 基ず,2522.77,0.0030,24,-3.01,65.73%,88.96%
="06771P",じ碔4Z,25,2.79,-,0,-,1.711%,-,-,0,ミ,21.92% 基ず,2555.20,0.0050,24,-,35.67%,-
="07013P",GDッ伦,10,1.25,1.29,10,3.200%,1.477%,-,-,0,ミ,22.90% 基ず,2587.50,0.0020,32,-2.52,78.43%,91.06%
="06980P",KDじ,100,1.24,1.33,10,7.258%,1.506%,-,-,0,ミ,23.27% 基ず,2600,0.0020,31,-2.60,66.62%,97.92%
="06967P",ED参,20,1.32,1.40,10,6.061%,1.437%,-,-,0,ミ,24.31% 基ず,2635.60,0.0020,31,-2.40,73.09%,100.52%
="06444P",8V竤痲,25,3.86,3.96,10,2.591%,1.545%,3.86,-1.03%,4,ミ,24.82% 基ず,2653.48,0.0060,24,-2.98,0.00%,58.60%
="06758P",瓣2K,260,1.95,2.04,10,4.615%,1.529%,-,-,0,ミ,24.82% 基ず,2653.48,0.0030,24,-2.70,0.00%,85.91%
="06770P",じ碔4Y,25,3.23,-,0,-,1.539%,3.23,-14.78%,5,ミ,24.82% 基ず,2653.48,0.0050,24,-2.90,0.00%,-
="06782P",K5い獺,30,1.32,1.42,10,7.576%,1.506%,1.32,-6.38%,10,ミ,24.82% 基ず,2653.48,0.0020,24,-2.64,58.60%,110.05%
="05657P",LX碔ü,10,2.23,-,0,-,1.251%,-,-,0,ミ,27.50% 基ず,2751.76,0.0030,45,-,0.00%,-
="06732P",DTじ,100,2.26,2.35,10,3.982%,1.359%,-,-,0,ミ,27.50% 基ず,2751.76,0.0030,24,-2.41,0.00%,98.40%
="06759P",瓣2L,230,2.23,2.33,10,4.484%,1.377%,-,-,0,ミ,27.50% 基ず,2751.76,0.0030,24,-2.39,0.00%,91.87%
="06772P",じ碔5A,25,3.71,-,0,-,1.380%,-,-,0,ミ,27.50% 基ず,2751.76,0.0050,24,-,0.00%,-
="06994P",伦JD,10,4.66,-,0,-,1.110%,-,-,0,ミ,32.03% 基ず,2935.10,0.0050,31,-,0.00%,-
="05659P",LZ碔ü,10,1.87,2.20,1,17.647%,1.055%,2.20,17.02%,1,ミ,32.33% 基ず,2948.31,0.0020,45,-1.67,0.00%,142.73%
="06064P",9B惩膀,30,4.34,4.44,30,2.304%,0.993%,-,-,0,ミ,35.56% 基ず,3095.73,0.0040,24,-1.73,0.00%,100.80%
="06422P",AF参,10,2.36,2.46,10,4.237%,0.877%,-,-,0,ミ,37.67% 基ず,3200.69,0.0020,45,-1.56,0.00%,94.53%
="06065P",9C惩膀,30,2.76,2.86,30,3.623%,0.791%,2.76,-2.82%,4,ミ,41.16% 基ず,3390.56,0.0020,24,-1.34,0.00%,148.51%
="06418P",8F竤痲,25,4.57,4.67,10,2.188%,0.719%,4.59,-1.08%,28,ミ,43.61% 基ず,3537.97,0.0030,24,-1.25,0.00%,131.71%
="036717",ISじ,100,2.11,-,0,-,1.562%,-,-,0,鑒,44.05% 基ず,19.16,0.25,26,-,0.00%,-
="037253",HRッ伦,10,2.50,2.59,10,3.600%,1.659%,-,-,0,鑒,35.76% 基ず,20.33,0.3240,35,3.13,88.15%,103.14%
="037571",YYじ,100,2.40,2.50,10,4.167%,1.854%,-,-,0,鑒,28.02% 基ず,21.56,0.3650,40,3.53,75.04%,87.21%
="037622",KUッ伦,10,1.96,2.04,10,4.082%,1.949%,-,-,0,鑒,19.69% 基ず,23.06,0.3390,41,3.64,87.21%,95.65%
="035529",じ7Z,100,0.86,0.96,10,11.628%,2.632%,-,-,0,鑒,15.19% 基ず,23.96,0.2070,31,5.01,57.66%,78.78%
="036083",BDッ伦,10,1.23,1.30,10,5.691%,3.294%,-,-,0,鑒,12.88% 基ず,24.45,0.3440,12,6.20,78.78%,93.77%
="036146",竤痲K9,25,1.48,1.55,10,4.730%,2.203%,1.49,6.43%,10,鑒,10.80% 基ず,24.91,0.3340,42,4.31,80.19%,86.75%
="035154",9Q竤痲,25,0.95,1.05,10,10.526%,3.190%,-,-,0,鑒,2.87% 基ず,26.83,0.3760,24,6.20,75.27%,84.87%
="033510",瓣NR,499,0.55,0.57,10,3.636%,4.242%,-,-,0,鑒,1.10% 基ず,27.30,0.3130,24,8.66,56.26%,58.60%
="031262",ら脖Y5,25,0.23,0.25,10,8.696%,8.574%,0.24,26.32%,371,鑒,0.68% 基,27.79,0.3130,5,17.04,63.33%,68.25%
="037309",IJッ伦,10,1.66,1.70,10,2.410%,2.318%,-,-,0,獺ü,20.02% 基ず,50.66,0.1420,39,4.19,68.95%,74.10%
="035787",惩膀6X,30,1.39,1.46,30,5.036%,2.844%,-,-,0,獺ü,19.45% 基ず,50.90,0.14,6,5.53,60.05%,119.06%
="036656",IIじ,100,1.67,1.75,10,4.790%,2.690%,-,-,0,獺ü,19.45% 基ず,50.90,0.1620,25,5.05,52.51%,68.48%
="036973",KMじ,100,0.97,0.98,25,1.031%,3.569%,0.97,-6.73%,734,獺ü,1.06% 基ず,60.16,0.2160,31,7.60,58.36%,59.06%
="06844P",眃㎝L8,10,0.34,0.36,10,5.882%,2.737%,-,-,0,紈,1.08% 基,43.68,0.12,24,-6.64,68.25%,71.99%
="037712",伦MW,10,0.95,1,10,5.263%,4.257%,1,6.38%,34,羛碟,11.85% 基ず,105.50,0.06,45,5.31,50.47%,56.84%
="036540",HAじ,100,0.60,0.63,10,5.000%,6.416%,-,-,0,羛碟,7.27% 基ず,110,0.06,24,8.52,41.98%,47.13%
="037583",惩膀HH,30,0.84,0.94,30,11.905%,4.760%,-,-,0,羛碟,5.36% 基ず,112,0.07,40,5.95,56.08%,65.85%
="036451",ッ05,10,0.79,0.84,10,6.329%,6.634%,-,-,0,羛碟,2.61% 基ず,115,0.10,24,8.71,51.93%,56.14%
="036027",じ碔2G,25,0.23,0.27,20,17.391%,11.977%,-,-,0,羛碟,1.67% 基,120,0.0750,11,15.77,47.80%,54.33%
="037254",HTッ伦,10,1.30,1.35,10,3.846%,2.636%,1.26,-1.56%,40,醇,9.89% 基ず,37.31,0.2430,35,5.68,64.50%,69.18%
="036301",EPじ,100,0.26,0.36,10,38.462%,4.773%,-,-,0,醇,0.49% 基ず,40.80,0.1320,24,9.50,43.91%,61.92%
="06344P",惩膀E4,30,0.91,0.94,30,3.297%,4.031%,-,-,0,醇,8.65% 基ず,44.88,0.2210,7,-8.11,59.53%,68.95%
="037373",じ碔B5,25,0.79,0.80,25,1.266%,3.645%,-,-,0,猋砍,0.40% 基,12.50,0.65,39,5.55,75.51%,76.44%
="037394",惩膀GF,30,0.73,0.83,30,13.699%,4.856%,-,-,0,猋砍,0.40% 基,12.50,0.80,39,6.82,56.72%,64.27%
="06946P",じ碔8R,50,0.56,0.57,10,1.786%,3.904%,-,-,0,猋砍,0.40% 基ず,12.50,0.50,27,-5.09,81.13%,82.53%
="720523",Y5伦,10,2.56,-,0,-,1.163%,-,-,0,铆婪,51.73% 基ず,32.92,0.15,40,-,0.00%,-
="720522",S2じ碔,25,3.44,3.49,20,1.454%,1.155%,-,-,0,铆婪,51.36% 基ず,33,0.20,39,2.75,75.04%,90.03%
="720549",QZじ,499,2.44,2.47,10,1.230%,1.214%,2.59,0.39%,10,铆婪,46.91% 基ず,34,0.15,41,2.73,73.16%,84.40%
="720536",R9瓣,170,3.09,-,0,-,1.273%,-,-,0,铆婪,43.21% 基ず,34.88,0.20,40,-,73.16%,-
="720559",惩膀SG,30,3.15,3.25,30,3.175%,1.247%,-,-,0,铆婪,42.71% 基ず,35,0.20,41,2.80,90.03%,105.95%
="720577",S7じ碔,25,3.09,3.13,20,1.295%,1.266%,-,-,0,铆婪,42.71% 基ず,35,0.20,45,2.98,74.10%,82.53%
="720516",RLッ伦,10,2.26,2.32,10,2.655%,1.300%,-,-,0,铆婪,40.11% 基ず,35.65,0.15,39,2.94,87.21%,100.80%
="720525",S3じ碔,25,2.87,2.92,20,1.742%,1.359%,-,-,0,铆婪,38.75% 基ず,36,0.20,40,3.21,69.42%,80.66%
="720568",竤痲UX,25,2.36,2.45,10,3.814%,1.567%,-,-,0,铆婪,28.21% 基ず,38.96,0.20,45,3.62,65.67%,77.85%
="720231",P6瓣,280,1.79,1.87,10,4.469%,1.916%,-,-,0,铆婪,25.41% 基ず,39.83,0.1730,12,4.34,84.40%,115.32%
="720566",RGじ,499,2.27,2.31,10,1.762%,1.591%,-,-,0,铆婪,24.88% 基ず,40,0.20,45,3.63,75.51%,79.72%
="720085",瓣XP,340,1.49,1.56,10,4.698%,2.320%,-,-,0,铆婪,20.33% 基ず,41.51,0.1730,4,5.28,116.25%,164.09%
="720584",SBッ伦,10,1.40,1.44,10,2.857%,1.652%,-,-,0,铆婪,16.82% 基ず,42.76,0.14,45,3.67,86.75%,91.90%
="720183",X5ッ伦,10,1.26,1.36,10,7.937%,2.790%,-,-,0,铆婪,15.68% 基ず,43.18,0.1810,8,6.16,69.42%,107.35%
="719974",V7伦,10,1.16,1.21,10,4.310%,2.393%,1.29,13.16%,1,铆婪,12.53% 基ず,44.39,0.1730,31,5.15,56.72%,63.33%
="719972",穝Q1,8,0.62,0.68,10,9.677%,3.969%,0.67,-12.99%,38,铆婪,1.42% 基ず,49.25,0.2160,31,9.23,42.57%,47.48%
="720206",じTE,100,1.22,1.23,50,0.820%,2.420%,1.25,-7.41%,292,铆婪,1.42% 基ず,49.25,0.2590,40,5.92,65.55%,66.14%
="720277",VX材,10,1.30,1.40,10,7.692%,3.198%,-,-,0,グ鹅,12.93% 基ず,177.10,0.0460,24,5.21,71.06%,84.64%
="720098",SRら脖,25,0.24,0.27,10,12.500%,8.236%,-,-,0,グ鹅,5.26% 基ず,190,0.0220,4,14.13,49.70%,72.75%
="72091P",竤痲QD,25,2.13,2.23,10,4.695%,2.844%,2.18,-5.63%,1,縖紈,15.53% 基ず,211.90,0.0620,10,-4.40,84.40%,106.42%
="720467",QXッ伦,10,0.60,0.62,10,3.333%,2.045%,0.62,0%,25,猧璝,6.14% 基ず,29.96,0.13,34,4.26,95.41%,99.63%
="037545",伦MJ,10,0.77,0.78,10,1.299%,3.795%,-,-,0,春河,3.67% 基ず,60,0.15,40,7.50,47.83%,48.65%
="036229",DJじ,100,0.50,0.51,10,2.000%,5.840%,0.47,-4.08%,163,春河,2.10% 基ず,60.92,0.16,24,12.86,37.83%,38.82%
="037028",6E碔ü,10,0.33,0.34,10,3.030%,3.968%,-,-,0,春河,1.27% 基,63,0.10,31,9.24,49.88%,51.25%
