2016/01/26,11:57:58
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="06952P",53竤痲,175,2.86,2.93,10,2.448%,2.475%,-,-,0,羛祇,16.20% 基ず,250,0.07,25,-4.48,41.98%,53.21%
="06993P",伦JC,499,2.05,2.10,10,2.439%,2.425%,-,-,0,羛祇,16.20% 基ず,250,0.05,28,-4.42,41.98%,51.69%
="06713P",BXッ伦,499,2.77,2.87,10,3.610%,2.364%,-,-,0,羛祇,17.57% 基ず,254.15,0.0620,21,-4.11,41.28%,64.27%
="06705P",05惩膀,300,4,4.10,10,2.500%,2.158%,4.06,9.43%,20,羛祇,19.42% 基ず,260,0.08,21,-3.85,0.00%,59.06%
="06716P",J8い獺,499,2.50,2.53,10,1.200%,2.158%,2.53,11.45%,46,羛祇,19.42% 基ず,260,0.05,21,-3.94,0.00%,47.83%
="06978P",KBじ,499,1.26,1.33,10,5.556%,2.078%,1.23,6.03%,10,羛祇,19.42% 基ず,260,0.0250,28,-3.73,38.01%,69.12%
="06748P",伦DX,300,2.81,2.86,10,1.779%,1.791%,-,-,0,羛祇,20.94% 基ず,265,0.05,44,-3.25,45.26%,52.98%
="06547P",じ7Q,2,9.05,9.45,10,4.420%,1.792%,-,-,0,羛祇,22.41% 基ず,270,0.15,28,-3.03,41.28%,75.51%
="06719P",3F碔ü,499,3.05,3.13,100,-,1.695%,-,-,0,羛祇,22.41% 基ず,270,0.05,42,-2.99,46.90%,-
="06808P",GAじ,100,1.79,1.88,10,5.028%,1.850%,-,-,0,羛祇,22.41% 基ず,270,0.03,21,-3.13,0.00%,83.47%
="06601P",L7ッ伦,50,4.66,4.76,10,2.146%,1.768%,4.62,5%,2,羛祇,23.50% 基ず,273.84,0.0730,3,-3.14,0.00%,181.90%
="06658P",2J碔ü,499,7,7.50,10,-,1.541%,-,-,0,羛祇,25.18% 基ず,280,0.10,37,-2.52,0.00%,-
="06715P",J7い獺,499,3.49,3.52,10,0.860%,1.600%,3.52,8.31%,58,羛祇,25.18% 基ず,280,0.05,21,-2.90,0.00%,52.51%
="06717P",瓣2A,150,3.51,3.61,10,2.849%,1.591%,-,-,0,羛祇,25.18% 基ず,280,0.05,21,-2.70,0.00%,86.75%
="06618P",瓣1L,100,9.05,9.45,20,4.420%,1.247%,-,-,0,羛祇,30.17% 基ず,300,0.10,4,-2.02,120.05%,281.29%
="06627P",伦DA,2,9.10,10.80,2,18.681%,1.221%,-,-,0,羛祇,30.17% 基ず,300,0.10,36,-1.92,65.67%,161.28%
="06645P",じ碔2B,499,5.40,-,0,-,1.254%,-,-,0,羛祇,30.17% 基ず,300,0.06,5,-,0.00%,-
="06657P",2H碔ü,499,4.49,-,0,-,1.236%,-,-,0,羛祇,30.17% 基ず,300,0.05,37,-,0.00%,-
="06678P",惩膀9B,200,4.50,4.60,10,2.222%,1.254%,-,-,0,羛祇,30.17% 基ず,300,0.05,9,-2.16,0.00%,148.16%
="06672P",瓣布GN,158,4.64,4.74,10,2.155%,1.216%,-,-,0,羛祇,30.86% 基ず,303,0.05,9,-2.12,0.00%,147.23%
="06628P",伦DB,200,5.75,-,0,-,0.978%,-,-,0,羛祇,35.54% 基ず,325,0.05,36,-,0.00%,-
="030216",瓣HV,130,4.08,-,0,-,1.877%,4.15,2.72%,1,穝,35.08% 基ず,37.46,0.3120,21,3.64,0.00%,-
="036817",JGじ,200,1.03,1.06,10,2.913%,2.868%,1.03,-0.96%,10,穝,12.22% 基ず,45,0.15,24,5.62,69.42%,74.34%
="036849",ドLN,200,0.66,0.67,10,1.515%,2.984%,0.71,0%,30,穝,12.22% 基ず,45,0.10,24,5.58,62.39%,65.08%
="037752",MBッ伦,499,1.19,1.23,50,3.361%,2.249%,1.16,-1.69%,70,穝,10.02% 基ず,45.90,0.15,42,4.48,80.66%,84.87%
="033095",瓣ND,100,1.20,1.22,10,1.667%,4.598%,1.26,7.69%,81,穝,9.64% 基ず,46.15,0.26,8,9.05,46.90%,52.98%
="036868",惩膀BE,100,1.30,1.36,100,4.615%,2.704%,-,-,0,穝,7.45% 基ず,47,0.20,24,5.04,90.03%,96.35%
="035906",N7ッ伦,499,0.42,0.45,50,7.143%,5.662%,0.49,11.36%,36,穝,4.79% 基ず,48.19,0.1270,5,9.06,83.23%,94.47%
="035852",AIじ,100,1.59,-,0,-,1.581%,-,-,0,穝,36.96% 基ず,46,0.09,36,-,76.91%,-
="037402",E5瓣,0,-,-,0,-,-,-,-,0,穝,31.25% 基ず,48,0.12,36,-,-,-
="035755",K6ッ伦,111,0.87,0.90,10,3.448%,3.053%,-,-,0,穝,17.56% 基ず,53.59,0.0920,3,6.30,90.03%,140.67%
="035781",瓣1I,330,1.36,1.39,10,2.206%,3.183%,1.48,-0.67%,10,穝,16.67% 基ず,54,0.15,3,6.23,90.03%,123.80%
="035691",竤痲G8,472,1.06,1.11,10,4.717%,2.184%,1.05,-7.08%,3,穝,14.55% 基ず,55,0.10,36,4.52,76.44%,84.40%
="036765",AG瓣,420,1.20,1.27,10,5.833%,2.678%,-,-,0,穝,8.62% 基ず,58,0.15,23,5.30,83.47%,91.66%
="035849",AFじ,250,1.53,1.56,10,1.961%,2.150%,1.49,-3.25%,10,竡订,23.39% 基ず,32.50,0.20,36,5.09,15.05%,45.03%
="037142",6T碔ü,499,2.92,2.99,10,2.397%,2.473%,2.95,0.34%,20,竡订,17.94% 基ず,34,0.45,30,5.28,50.64%,57.19%
="036053",ッNU,400,2.52,2.58,10,2.381%,3.340%,-,-,0,竡订,14.57% 基ず,35,0.50,9,7.64,0.00%,48.77%
="036407",CTッ伦,499,2.02,2.12,10,4.951%,3.962%,-,-,0,竡订,13.95% 基ず,35.19,0.39,21,6.45,45.96%,58.13%
="037836",じ碔J3,100,1.40,1.43,10,2.143%,2.485%,-,-,0,竡订,11.39% 基ず,36,0.25,43,5.18,59.06%,61.69%
="036105",惩膀9Y,300,0.93,1.03,10,10.753%,6.847%,-,-,0,竡订,5.53% 基ず,38,0.35,9,10.28,54.38%,68.01%
="037509",JPッ伦,499,0.84,0.85,10,1.191%,3.725%,-,-,0,竡订,2.35% 基ず,39.18,0.2350,36,6.53,61.34%,62.16%
="07231P",伦MR,499,3.59,3.64,10,1.393%,2.116%,3.62,3.72%,20,Θ,10.98% 基ず,255,0.10,42,-4.26,58.13%,59.88%
="06729P",CHッ伦,499,1.40,1.46,17,4.286%,2.436%,-,-,0,Θ,13.42% 基ず,262.19,0.0370,21,-4.70,59.06%,69.65%
="06045P",8Q惩膀,200,4.02,4.12,10,2.488%,2.399%,4.11,5.12%,20,Θ,14.42% 基ず,265.24,0.1020,21,-4.89,49.94%,58.36%
="06750P",伦DZ,499,2.33,2.41,10,3.434%,1.836%,-,-,0,Θ,15.20% 基ず,267.69,0.0510,44,-3.68,56.02%,62.33%
="07135P",XSじ,300,2.35,2.41,10,2.553%,1.887%,-,-,0,Θ,15.93% 基ず,270,0.05,36,-3.74,58.71%,64.50%
="06773P",じ碔5B,495,1.99,2.05,10,3.015%,2.082%,-,-,0,Θ,17.47% 基ず,275.06,0.0410,21,-4.15,49.70%,65.44%
="07280P",GF参,308,1.39,1.42,10,2.158%,1.600%,-,-,0,Θ,17.85% 基ず,276.32,0.0250,44,-3.03,67.54%,72.29%
="07056P",伦KG,499,1.54,1.62,10,5.195%,1.855%,-,-,0,Θ,17.90% 基ず,276.50,0.03,31,-3.58,54.85%,71.00%
="07080P",C9瓣,190,2.75,2.85,100,3.636%,1.757%,-,-,0,Θ,18.93% 基ず,280,0.05,32,-3.41,56.26%,71.29%
="07022P",ㄈ狥LE,499,3.51,3.61,10,2.849%,1.715%,-,-,0,Θ,20.35% 基ず,285,0.06,30,-3.44,49.24%,64.03%
="07101P",じ碔C2,495,1.28,1.34,12,4.688%,1.518%,-,-,0,Θ,20.35% 基ず,285,0.02,36,-2.62,79.55%,92.89%
="06405P",惩膀K4,1,7.25,7.50,10,3.448%,1.390%,-,-,0,Θ,22.98% 基ず,294.71,0.1020,42,-2.57,67.54%,79.49%
="06786P",じ碔5R,495,1.81,1.85,10,2.210%,1.536%,-,-,0,Θ,24.24% 基ず,299.62,0.0250,21,-2.93,41.28%,79.02%
="07134P",XRじ,300,2.22,2.26,10,1.802%,1.399%,-,-,0,Θ,24.33% 基ず,300,0.03,36,-2.73,58.60%,69.18%
="07182P",惩膀HE,100,3.71,3.81,10,2.695%,1.389%,-,-,0,Θ,24.33% 基ず,300,0.05,37,-2.66,59.77%,73.87%
="05616P",D3じ碔,495,1.57,1.61,10,2.548%,1.312%,-,-,0,Θ,25.79% 基ず,305.90,0.02,42,-2.67,37.07%,62.63%
="06626P",伦CZ,499,2.49,2.56,10,2.811%,1.319%,-,-,0,Θ,26.06% 基ず,306.99,0.0310,36,-2.53,54.85%,74.92%
="06404P",惩膀K3,100,9.90,10.80,10,9.091%,1.191%,-,-,0,Θ,29.98% 基ず,324.18,0.1020,21,-1.91,63.80%,153.79%
="06580P",竤痲H4,167,3,3.08,10,2.667%,1.140%,-,-,0,Θ,29.98% 基ず,324.18,0.0310,36,-2.16,43.15%,81.13%
="06571P",伦CD,0,-,-,0,-,-,-,-,0,Θ,38.71% 基ず,370.35,0.0310,32,-,-,-
="037081",じ碔9Q,100,7.05,-,0,-,1.160%,-,-,0,划,69.41% 基ず,34,0.30,30,-,0.00%,-
="037384",XHじ,150,6.75,6.80,10,0.741%,1.211%,6.95,6.11%,66,划,64.57% 基ず,35,0.30,36,2.48,0.00%,60.05%
="036747",EMッ伦,499,3.10,3.17,10,2.258%,1.362%,-,-,0,划,53.15% 基ず,37.61,0.1550,23,2.76,0.00%,116.25%
="036438",44惩膀,100,3.96,4.05,10,2.273%,1.675%,-,-,0,划,37.14% 基ず,42,0.25,45,3.38,52.51%,68.48%
="035257",じ6M,200,3.49,3.59,10,2.865%,2.018%,3.61,8.41%,2,划,30.46% 基ず,44.15,0.2610,21,4.08,0.00%,75.04%
="035804",じ9X,100,3.32,-,0,-,2.036%,-,-,0,地穝,39.57% 基ず,12.61,0.6660,36,-,0.00%,-
="037262",穝97,100,4.75,-,0,-,0.971%,-,-,0,Щ笷筿,79.58% 基ず,42.60,0.14,32,-,0.00%,-
="037120",LUじ,400,4.10,-,0,-,1.045%,-,-,0,Щ笷筿,70.00% 基ず,45,0.13,30,-,0.00%,-
="037724",惩膀LH,100,4.78,4.83,10,1.046%,1.034%,-,-,0,Щ笷筿,70.00% 基ず,45,0.15,43,2.29,88.15%,103.14%
="037896",じC2,400,2.98,-,0,-,1.105%,-,-,0,Щ笷筿,62.77% 基ず,47,0.10,44,-,76.91%,-
="037604",じ碔E8,499,2.79,-,0,-,1.179%,-,-,0,Щ笷筿,56.12% 基ず,49,0.10,38,-,82.53%,-
="037187",HCッ伦,499,4.14,4.24,100,2.416%,1.194%,-,-,0,Щ笷筿,56.09% 基ず,49.01,0.15,31,2.63,67.54%,108.76%
="036721",IWじ,400,2.65,-,0,-,1.243%,-,-,0,Щ笷筿,53.00% 基ず,50,0.10,23,-,0.00%,-
="036869",惩膀BF,100,2.66,2.72,10,2.256%,1.239%,2.62,-4.03%,1,Щ笷筿,53.00% 基ず,50,0.10,24,2.81,75.04%,116.25%
="037867",伦NG,0,-,-,0,-,-,-,-,0,Щ笷筿,52.27% 基ず,50.24,0.10,44,-,-,-
="036930",穝80,100,2.82,-,0,-,1.402%,-,-,0,Щ笷筿,44.34% 基ず,53,0.12,25,-,0.00%,-
="037659",ZWじ,400,4.83,-,0,-,1.358%,-,-,0,Щ笷筿,44.34% 基ず,53,0.20,42,-,75.04%,-
="036806",ッ18,201,3.53,-,0,-,1.400%,-,-,0,Щ笷筿,43.80% 基ず,53.20,0.15,24,-,78.78%,-
="037085",じ碔9U,100,2.99,-,0,-,1.429%,-,-,0,Щ笷筿,41.67% 基ず,54,0.13,30,-,80.66%,-
="036634",L3い獺,0,-,-,0,-,-,-,-,0,Щ笷筿,39.09% 基ず,55,0.10,21,-,-,-
="036655",IHじ,400,2.15,-,0,-,1.531%,-,-,0,Щ笷筿,39.09% 基ず,55,0.10,22,-,0.00%,-
="036767",AI瓣,160,3.25,-,0,-,1.519%,-,-,0,Щ笷筿,39.09% 基ず,55,0.15,23,-,67.54%,-
="036991",惩膀CR,100,2.17,2.27,10,4.608%,1.515%,-,-,0,Щ笷筿,39.09% 基ず,55,0.10,28,3.20,63.80%,103.14%
="037426",IZッ伦,499,2.88,2.98,100,3.472%,1.478%,-,-,0,Щ笷筿,38.74% 基ず,55.14,0.13,36,3.07,78.78%,98.46%
="036956",眃㎝M4,428,2.68,-,0,-,1.591%,-,-,0,Щ笷筿,35.71% 基ず,56.37,0.13,28,-,75.04%,-
="036673",ら脖01,495,2.24,2.28,10,1.786%,1.759%,-,-,0,Щ笷筿,31.90% 基ず,58,0.12,22,3.87,59.06%,78.78%
="036934",じ碔8V,100,2.45,-,0,-,1.736%,-,-,0,Щ笷筿,31.90% 基ず,58,0.13,25,-,66.61%,-
="036746",ELッ伦,499,2.68,2.78,10,3.731%,1.774%,-,-,0,Щ笷筿,31.20% 基ず,58.31,0.1450,23,3.76,65.67%,91.90%
="035153",9P竤痲,146,3.44,-,0,-,1.912%,-,-,0,Щ笷筿,28.36% 基ず,59.60,0.2010,21,-,59.06%,-
="036495",A8瓣,300,1.73,1.81,69,4.624%,1.911%,-,-,0,Щ笷筿,28.36% 基ず,59.60,0.1010,21,4.02,60.99%,91.90%
="036590",75惩膀,100,1.68,1.78,10,5.952%,1.944%,-,-,0,Щ笷筿,27.50% 基ず,60,0.10,21,4.00,63.80%,97.99%
="036606",HXじ,400,1.66,1.76,10,6.024%,1.969%,-,-,0,Щ笷筿,27.50% 基ず,60,0.10,21,4.12,48.77%,92.37%
="036579",じ碔6V,100,1.43,1.52,20,6.294%,2.241%,-,-,0,Щ笷筿,21.43% 基ず,63,0.10,21,4.46,70.82%,92.84%
="037911",MTッ伦,499,1.71,1.76,100,2.924%,1.791%,1.72,1.18%,45,Щ笷筿,21.20% 基ず,63.12,0.1020,45,3.55,85.34%,91.43%
="035239",じ6F,400,1.72,1.82,10,5.814%,2.579%,-,-,0,Щ笷筿,18.48% 基ず,64.57,0.1410,21,5.47,45.96%,68.95%
="036667",81惩膀,100,1.25,1.31,10,4.800%,2.488%,-,-,0,Щ笷筿,17.69% 基ず,65,0.10,22,5.03,65.90%,79.02%
="036515",DCッ伦,200,1.26,1.27,10,0.794%,2.881%,-,-,0,Щ笷筿,14.25% 基ず,66.96,0.1210,21,6.23,56.02%,57.89%
="037825",L8竤痲,161,3.11,3.21,100,3.215%,2.068%,-,-,0,Щ笷筿,11.68% 基ず,68.50,0.2450,43,4.18,80.19%,84.87%
="035473",伦AW,509,1,1.01,10,1.000%,2.719%,-,-,0,Щ笷筿,10.52% 基ず,69.22,0.1010,28,5.65,67.43%,68.83%
="034954",B9い獺,499,0.63,0.64,100,1.587%,2.404%,0.64,4.92%,48,Щ笷筿,10.01% 基ず,69.54,0.06,43,5.08,63.21%,65.08%
="034624",じ1W,499,0.66,0.75,10,13.636%,2.791%,-,-,0,Щ笷筿,6.22% 基ず,72.02,0.0810,42,5.77,54.97%,66.49%
="036391",CH参,208,0.76,0.77,168,1.316%,2.293%,0.76,-1.30%,10,Щ笷筿,4.78% 基ず,73.01,0.0810,45,5.09,70.76%,71.93%
="036262",穝54,200,0.54,0.55,150,1.852%,4.549%,0.49,-12.50%,20,Щ笷筿,4.07% 基ず,73.51,0.1110,21,11.61,42.98%,44.32%
="034119",9Yじ,499,0.17,0.20,10,17.647%,3.563%,0.17,-15%,300,Щ笷筿,2.69% 基ず,74.50,0.03,29,8.07,53.27%,65.19%
="034953",B8い獺,499,0.51,0.52,188,1.961%,2.730%,-,-,0,Щ笷筿,2.69% 基ず,74.50,0.07,43,6.18,59.36%,60.75%
="035260",じ6R,499,0.63,0.73,10,15.873%,4.274%,-,-,0,Щ笷筿,2.69% 基ず,74.50,0.1310,21,8.93,50.76%,61.46%
="035914",AFッ伦,0,-,-,0,-,-,-,-,0,Щ笷筿,2.36% 基ず,74.74,0.1360,5,14.67,-,-
="037955",AA竤痲,399,4.13,4.14,10,0.242%,2.066%,3.90,-5.11%,66,Щ笷筿,0.65% 基,77,0.50,45,5.38,78.32%,78.32%
="06637P",惩膀7P,400,1.03,1.05,10,1.942%,4.087%,1.07,-2.73%,66,篴,15.19% 基ず,13.50,0.50,5,-4.99,75.04%,97.52%
="07237P",惩膀KL,60,1.85,1.95,10,5.405%,1.744%,-,-,0,锭,17.90% 基ず,9.50,1,43,-3.14,60.05%,71.29%
="037284",NRじ,499,0.36,0.37,300,2.778%,5.663%,0.37,-2.63%,615,地,0.46% 基ず,11,0.45,36,7.37,55.32%,56.72%
="037956",AB竤痲,199,0.46,0.47,10,2.174%,4.929%,0.47,-2.08%,29,地,0.46% 基ず,11,0.50,45,6.50,56.96%,58.36%
="07011P",じ碔9P,599,0.54,0.55,40,1.852%,4.906%,-,-,0,地,0.46% 基,11,0.70,29,-6.40,64.27%,65.67%
="06524P",竤痲D3,268,1.87,1.94,10,3.743%,2.011%,-,-,0,窾,20.23% 基ず,22,0.40,28,-3.02,71.29%,84.40%
="06633P",ANッ伦,499,1.35,1.42,10,5.185%,3.886%,1.30,-3.70%,30,篴,13.16% 基ず,19.98,0.5150,5,-6.32,0.00%,101.27%
="06709P",じ碔3T,495,1.47,1.51,10,2.721%,3.046%,-,-,0,篴,15.37% 基ず,20.50,0.45,21,-4.50,56.26%,65.67%
="034795",7T竤痲,100,1.88,1.98,10,5.319%,2.841%,-,-,0,F-,19.72% 基ず,180,0.05,21,4.81,65.44%,83.12%
="06869P",EDッ伦,499,0.67,0.69,125,2.985%,5.329%,-,-,0,い关,0.35% 基ず,22.88,0.59,22,-9.71,49.24%,50.64%
="06925P",97惩膀,499,0.53,0.54,10,1.887%,6.162%,0.53,8.16%,22,い关,0.87% 基ず,23,0.50,23,-11.11,41.98%,42.92%
="06945P",じ碔8Q,447,1.12,1.22,10,8.929%,4.565%,-,-,0,い关,8.80% 基ず,25,0.45,24,-6.64,43.15%,55.32%
="06881P",じ碔7L,495,2.89,2.93,10,2.083%,1.522%,2.96,7.64%,42,碔ü,22.61% 基ず,46,0.28,22,-3.30,0.00%,63.80%
="07156P",じ碔D5,100,2.08,2.11,10,1.449%,1.504%,2.13,7.04%,30,碔ü,22.61% 基ず,46,0.20,36,-3.20,33.79%,51.58%
="06917P",89惩膀,400,2.38,2.46,50,3.361%,1.316%,-,-,0,碔ü,25.05% 基ず,47.50,0.20,23,-2.70,56.26%,89.09%
="06486P",じ4W,100,6.15,6.50,10,5.691%,1.274%,6.15,1.65%,10,碔ü,25.83% 基ず,48,0.50,21,-2.63,0.00%,105.01%
="06660P",BBッ伦,499,4.44,4.52,37,1.810%,1.205%,-,-,0,碔ü,26.84% 基ず,48.66,0.34,8,-2.64,0.00%,131.30%
="06665P",じ碔2M,100,6.70,6.75,10,0.752%,1.178%,6.75,5.47%,52,碔ü,27.35% 基ず,49,0.50,8,-2.64,0.00%,60.05%
="07055P",伦JX,400,4.02,4.07,10,1.244%,1.169%,4.08,-0.73%,10,碔ü,27.35% 基ず,49,0.30,31,-2.48,52.51%,71.29%
="07043P",B9瓣,180,2.83,2.93,100,3.534%,1.107%,-,-,0,碔ü,28.51% 基ず,49.80,0.20,30,-2.27,30.05%,90.03%
="06642P",惩膀7V,400,4.32,4.39,10,1.620%,1.088%,-,-,0,碔ü,28.80% 基ず,50,0.30,5,-2.33,60.05%,187.52%
="07191P",H3竤痲,233,2.15,2.19,10,2.336%,1.097%,-,-,0,碔ü,28.80% 基ず,50,0.15,38,-2.36,0.00%,69.42%
="06673P",瓣布GP,300,4.86,-,0,-,0.904%,-,-,0,碔ü,32.83% 基ず,53,0.28,9,-,0.00%,-
="07268P",じ碔K2,400,1.25,1.26,100,0.800%,1.967%,1.26,8.62%,159,瓣,7.87% 基ず,37.50,0.25,43,-4.05,68.01%,68.71%
="06485P",じ4V,100,3.54,3.64,10,2.825%,3.279%,3.42,12.13%,117,瓣,9.08% 基ず,38,1,21,-9.08,30.05%,35.67%
="07278P",惩膀LJ,400,1.58,1.61,200,1.899%,2.015%,-,-,0,瓣,10.26% 基ず,38.50,0.30,44,-4.32,57.66%,59.77%
="07054P",伦JW,499,1.66,1.71,10,3.012%,2.251%,-,-,0,瓣,13.63% 基ず,40,0.30,31,-5.52,34.73%,43.15%
="07226P",J3竤痲,285,1.76,1.79,10,1.705%,2.010%,-,-,0,瓣,13.63% 基ず,40,0.30,42,-4.75,43.62%,46.90%
="06905P",じ碔7Z,299,1.86,1.96,10,5.376%,1.904%,-,-,0,瓣,17.74% 基ず,42,0.25,23,-4.12,37.54%,68.48%
="06981P",ら脖20,499,2.24,2.29,10,2.232%,1.853%,-,-,0,瓣,17.74% 基ず,42,0.30,28,-4.36,37.54%,51.58%
="06915P",87惩膀,300,2.39,2.49,10,4.184%,1.802%,2.34,3.54%,23,瓣,18.71% 基ず,42.50,0.30,23,-4.06,45.03%,69.42%
="06775P",じ碔5D,199,2.68,2.78,10,3.731%,1.140%,-,-,0,瓣,28.02% 基ず,48,0.20,21,-2.36,0.00%,105.95%
="06902P",じ碔7W,499,1.27,-,0,-,2.538%,1.59,-19.29%,10,秨祇,13.67% 基ず,9,1,23,-4.25,45.03%,-
="06938P",惩膀AU,400,0.50,0.60,10,20.000%,6.786%,-,-,0,ド,2.06% 基ず,17,0.60,24,-9.98,37.77%,47.36%
="06918P",90惩膀,400,1.42,1.49,10,4.930%,2.827%,-,-,0,じ,21.92% 基ず,13,0.50,23,-3.18,30.05%,82.53%
="06942P",じ碔8M,200,2.55,2.62,10,2.745%,2.833%,2.60,6.12%,49,じ,21.92% 基ず,13,0.90,24,-3.33,0.00%,67.54%
="06643P",惩膀7W,400,2.62,2.71,10,3.435%,2.673%,-,-,0,じ,22.81% 基ず,13.15,0.8720,5,-3.04,60.05%,172.53%
="06940P",惩膀AW,400,1.02,1.06,100,3.922%,5.693%,-,-,0,伦,6.90% 基ず,21.32,0.6050,24,-8.47,35.20%,39.41%
="06939P",惩膀AV,400,1.69,1.71,200,1.183%,2.040%,1.73,11.61%,10,ッ伦,16.90% 基ず,10,1,24,-4.50,30.05%,45.03%
="07052P",伦JU,499,1.90,1.94,10,2.105%,3.862%,1.99,15.70%,69,い獺,14.12% 基ず,17,0.80,31,-5.71,0.00%,33.79%
="06943P",じ碔8N,599,1.49,1.52,14,2.013%,3.141%,1.54,7.69%,42,い獺,17.05% 基ず,17.60,0.50,24,-4.52,0.00%,48.77%
="06487P",じ4X,100,3.60,3.70,10,2.778%,2.914%,3.76,8.05%,44,い獺,18.35% 基ず,17.88,1.1190,21,-4.07,0.00%,52.51%
="06986P",惩膀CG,499,2.68,2.78,10,3.731%,2.795%,2.78,6.51%,10,い獺,18.89% 基ず,18,0.80,28,-3.97,0.00%,52.51%
="06828P",46惩膀,499,3.21,3.31,10,3.115%,1.753%,-,-,0,い獺,27.00% 基ず,20,0.60,21,-2.55,0.00%,90.03%
="037340",惩膀FQ,200,0.79,0.82,10,3.798%,5.124%,-,-,0,环κ,6.67% 基ず,15,0.50,36,6.81,50.64%,53.92%
="036281",3L碔ü,499,0.59,0.60,20,1.695%,3.842%,0.54,-14.29%,18,膀,3.79% 基ず,18.74,0.32,42,7.11,55.55%,56.72%
="037419",伦LB,995,0.37,0.38,10,2.703%,3.482%,0.34,-19.05%,16,膀,0.26% 基,19.50,0.23,36,7.11,66.14%,67.90%
="036337",28惩膀,499,0.46,0.48,10,4.348%,4.654%,-,-,0,膀,1.17% 基,19.68,0.4270,21,8.88,62.63%,65.20%
="037285",NSじ,499,0.69,0.71,50,2.899%,4.363%,0.70,-6.67%,300,垂花,5.40% 基ず,25,0.25,36,6.07,61.69%,64.27%
="037252",HQッ伦,499,0.68,0.69,10,1.471%,3.927%,-,-,0,垂花,3.21% 基ず,25.53,0.24,32,5.55,77.38%,78.78%
="06793P",CXッ伦,499,0.58,0.62,10,6.897%,3.509%,0.57,-22.97%,25,ミ,0.63% 基,2111.78,0.0040,21,-6.62,74.79%,79.71%
="06734P",DVじ,300,1.10,1.12,100,1.818%,4.064%,1.12,-21.68%,1316,ミ,1.48% 基ず,2162.09,0.0080,21,-7.78,58.96%,60.18%
="07012P",GCッ伦,499,0.80,0.82,10,2.532%,3.385%,-,-,0,ミ,5.02% 基ず,2242.50,0.0030,29,-4.22,82.53%,85.30%
="06999P",EJ参,468,0.87,0.93,10,8.140%,3.362%,-,-,0,ミ,7.39% 基ず,2300,0.0030,29,-4.13,76.57%,86.47%
="06787P",じ碔5S,499,1.40,-,0,-,2.730%,-,-,0,ミ,9.91% 基ず,2358.65,0.0050,21,-,61.87%,-
="06805P",ら脖ND,495,1.06,1.10,10,3.846%,4.206%,-,-,0,ミ,9.69% 基ず,2358.65,0.0040,21,-5.86,51.80%,58.03%
="07057P",伦KJ,995,0.96,1.05,10,9.474%,3.244%,-,-,0,ミ,9.86% 基ず,2363,0.0030,31,-4.05,68.10%,80.95%
="06962P",M8い獺,499,0.73,0.74,10,1.389%,3.085%,-,-,0,ミ,11.25% 基ず,2400,0.0020,25,-3.80,83.50%,85.94%
="06733P",DUじ,5,2.10,2.18,10,3.810%,1.746%,2.20,-5.17%,2,ミ,13.31% 基ず,2456.93,0.0050,44,-3.23,69.90%,75.80%
="06769P",じ碔4X,100,1.78,-,0,-,2.380%,1.78,-5.82%,48,ミ,13.51% 基ず,2456.93,0.0050,21,-4.72,58.77%,-
="06797P",A4瓣,460,1.06,1.09,10,2.804%,2.376%,1.07,-7.76%,49,ミ,13.51% 基ず,2456.93,0.0030,21,-4.76,59.28%,66.45%
="06778P",CPッ伦,499,1.31,1.39,10,6.107%,2.051%,-,-,0,ミ,15.77% 基ず,2522.77,0.0030,21,-3.57,76.52%,93.55%
="06771P",じ碔4Z,499,2.23,-,0,-,2.056%,-,-,0,ミ,16.84% 基ず,2555.20,0.0050,21,-,61.43%,-
="07013P",GDッ伦,499,1.05,1.09,10,3.846%,2.433%,-,-,0,ミ,17.68% 基ず,2587.50,0.0020,29,-2.91,83.91%,94.09%
="06980P",KDじ,499,1,1.09,10,9.091%,2.595%,-,-,0,ミ,18.08% 基ず,2600,0.0020,28,-3.17,63.83%,90.52%
="06967P",ED参,308,1.11,1.18,10,7.273%,2.388%,-,-,0,ミ,19.18% 基ず,2635.60,0.0020,28,-2.81,79.47%,101.34%
="06444P",8V竤痲,159,3.16,3.26,10,3.165%,1.842%,-,-,0,ミ,19.73% 基ず,2653.48,0.0060,21,-3.74,52.98%,73.52%
="06758P",瓣2K,310,1.60,1.67,10,4.375%,1.819%,-,-,0,ミ,19.73% 基ず,2653.48,0.0030,21,-3.36,62.90%,84.81%
="06770P",じ碔4Y,499,2.66,-,0,-,1.829%,-,-,0,ミ,19.92% 基ず,2653.48,0.0050,21,-,54.06%,-
="06782P",K5い獺,499,1.07,1.17,10,9.346%,1.819%,1.17,-7.14%,20,ミ,19.92% 基ず,2653.48,0.0020,21,-3.00,58.96%,102.06%
="06751P",伦FA,200,2.82,2.91,10,3.192%,1.511%,-,-,0,ミ,20.26% 基ず,2671.17,0.0050,44,-3.19,55.09%,64.79%
="05657P",LX碔ü,499,1.89,1.99,10,5.291%,1.426%,-,-,0,ミ,22.60% 基ず,2751.76,0.0030,42,-2.88,50.44%,72.01%
="06732P",DTじ,499,1.87,1.96,10,4.813%,1.628%,-,-,0,ミ,22.60% 基ず,2751.76,0.0030,21,-3.04,56.34%,92.45%
